,Date,time,home_team,away_team
443,2024-12-07,7:00PM,Detroit Red Wings,Colorado Avalanche
447,2024-12-07,7:00PM,Montreal Canadiens,Washington Capitals
449,2024-12-07,7:00PM,Ottawa Senators,Nashville Predators
450,2024-12-07,7:00PM,Pittsburgh Penguins,Toronto Maple Leafs
446,2024-12-07,8:00PM,Los Angeles Kings,Minnesota Wild
453,2024-12-08,1:00PM,New York Rangers,Seattle Kraken
456,2024-12-08,4:00PM,Vancouver Canucks,Tampa Bay Lightning
454,2024-12-08,5:00PM,Ottawa Senators,New York Islanders
457,2024-12-08,6:00PM,Winnipeg Jets,Columbus Blue Jackets
452,2024-12-08,7:00PM,New Jersey Devils,Colorado Avalanche
455,2024-12-08,7:30PM,Philadelphia Flyers,Utah Hockey Club
451,2024-12-08,8:00PM,Dallas Stars,Calgary Flames
458,2024-12-09,7:00PM,Buffalo Sabres,Detroit Red Wings
460,2024-12-09,7:00PM,New York Rangers,Chicago Blackhawks
459,2024-12-09,7:30PM,Montreal Canadiens,Anaheim Ducks
469,2024-12-10,10:00PM,Seattle Kraken,Florida Panthers
471,2024-12-10,10:00PM,Vancouver Canucks,St. Louis Blues
461,2024-12-10,7:00PM,Carolina Hurricanes,San Jose Sharks
462,2024-12-10,7:00PM,Columbus Blue Jackets,Philadelphia Flyers
464,2024-12-10,7:00PM,New Jersey Devils,Toronto Maple Leafs
468,2024-12-10,7:00PM,Pittsburgh Penguins,Colorado Avalanche
466,2024-12-10,7:30PM,New York Islanders,Los Angeles Kings
465,2024-12-10,8:00PM,Nashville Predators,Calgary Flames
472,2024-12-10,8:00PM,Winnipeg Jets,Boston Bruins
463,2024-12-10,9:00PM,Edmonton Oilers,Tampa Bay Lightning
470,2024-12-10,9:30PM,Utah Hockey Club,Minnesota Wild
473,2024-12-11,7:00PM,Buffalo Sabres,New York Rangers
474,2024-12-11,7:30PM,Ottawa Senators,Anaheim Ducks
484,2024-12-12,10:00PM,Seattle Kraken,Boston Bruins
487,2024-12-12,10:00PM,Vancouver Canucks,Florida Panthers
475,2024-12-12,7:00PM,Columbus Blue Jackets,Washington Capitals
480,2024-12-12,7:00PM,Montreal Canadiens,Pittsburgh Penguins
481,2024-12-12,7:00PM,New Jersey Devils,Los Angeles Kings
483,2024-12-12,7:00PM,Philadelphia Flyers,Detroit Red Wings
486,2024-12-12,7:00PM,Toronto Maple Leafs,Anaheim Ducks
482,2024-12-12,7:30PM,New York Islanders,Chicago Blackhawks
478,2024-12-12,8:00PM,Dallas Stars,Nashville Predators
485,2024-12-12,8:00PM,St. Louis Blues,San Jose Sharks
488,2024-12-12,8:00PM,Winnipeg Jets,Vegas Golden Knights
479,2024-12-12,8:30PM,Minnesota Wild,Edmonton Oilers
476,2024-12-12,9:00PM,Calgary Flames,Tampa Bay Lightning
477,2024-12-12,9:00PM,Colorado Avalanche,Utah Hockey Club
489,2024-12-13,7:00PM,Carolina Hurricanes,Ottawa Senators
491,2024-12-14,10:00PM,Calgary Flames,Florida Panthers
502,2024-12-14,10:00PM,San Jose Sharks,Utah Hockey Club
501,2024-12-14,10:00PM,Seattle Kraken,Tampa Bay Lightning
503,2024-12-14,10:00PM,Vancouver Canucks,Boston Bruins
498,2024-12-14,1:00PM,New Jersey Devils,Chicago Blackhawks
499,2024-12-14,1:00PM,New York Rangers,Los Angeles Kings
497,2024-12-14,2:00PM,Minnesota Wild,Philadelphia Flyers
496,2024-12-14,4:00PM,Edmonton Oilers,Vegas Golden Knights
490,2024-12-14,7:00PM,Columbus Blue Jackets,Anaheim Ducks
495,2024-12-14,7:00PM,Detroit Red Wings,Toronto Maple Leafs
500,2024-12-14,7:00PM,Ottawa Senators,Pittsburgh Penguins
505,2024-12-14,7:00PM,Washington Capitals,Buffalo Sabres
504,2024-12-14,7:00PM,Winnipeg Jets,Montreal Canadiens
494,2024-12-14,8:00PM,Dallas Stars,St. Louis Blues
492,2024-12-14,9:00PM,Colorado Avalanche,Nashville Predators
507,2024-12-15,3:00PM,Chicago Blackhawks,New York Islanders
506,2024-12-15,5:00PM,Carolina Hurricanes,Columbus Blue Jackets
510,2024-12-15,5:00PM,Toronto Maple Leafs,Buffalo Sabres
508,2024-12-15,6:00PM,Minnesota Wild,Vegas Golden Knights
509,2024-12-15,6:00PM,St. Louis Blues,New York Rangers
513,2024-12-16,10:30PM,Vancouver Canucks,Colorado Avalanche
511,2024-12-16,8:00PM,Dallas Stars,Washington Capitals
512,2024-12-16,8:30PM,Edmonton Oilers,Florida Panthers
521,2024-12-17,10:00PM,Seattle Kraken,Ottawa Senators
522,2024-12-17,10:30PM,San Jose Sharks,Winnipeg Jets
517,2024-12-17,7:00PM,Montreal Canadiens,Buffalo Sabres
520,2024-12-17,7:00PM,Pittsburgh Penguins,Los Angeles Kings
524,2024-12-17,7:00PM,Tampa Bay Lightning,Columbus Blue Jackets
514,2024-12-17,7:30PM,Carolina Hurricanes,New York Islanders
518,2024-12-17,8:00PM,Nashville Predators,New York Rangers
523,2024-12-17,8:00PM,St. Louis Blues,New Jersey Devils
516,2024-12-17,8:30PM,Chicago Blackhawks,Washington Capitals
515,2024-12-17,9:00PM,Calgary Flames,Boston Bruins
525,2024-12-18,10:00PM,Anaheim Ducks,Winnipeg Jets
529,2024-12-18,10:00PM,Utah Hockey Club,Vancouver Canucks
527,2024-12-18,7:00PM,Detroit Red Wings,Philadelphia Flyers
526,2024-12-18,7:30PM,Dallas Stars,Toronto Maple Leafs
528,2024-12-18,9:30PM,Minnesota Wild,Florida Panthers
538,2024-12-19,10:00PM,Vegas Golden Knights,Vancouver Canucks
536,2024-12-19,10:30PM,San Jose Sharks,Colorado Avalanche
530,2024-12-19,7:00PM,Columbus Blue Jackets,New Jersey Devils
537,2024-12-19,7:00PM,Tampa Bay Lightning,St. Louis Blues
535,2024-12-19,7:30PM,Philadelphia Flyers,Los Angeles Kings
534,2024-12-19,8:00PM,Nashville Predators,Pittsburgh Penguins
532,2024-12-19,8:30PM,Chicago Blackhawks,Seattle Kraken
531,2024-12-19,9:00PM,Calgary Flames,Ottawa Senators
533,2024-12-19,9:00PM,Edmonton Oilers,Boston Bruins
539,2024-12-20,10:00PM,Anaheim Ducks,Colorado Avalanche
540,2024-12-20,7:00PM,Buffalo Sabres,Toronto Maple Leafs
542,2024-12-20,7:00PM,Detroit Red Wings,Montreal Canadiens
543,2024-12-20,7:00PM,Florida Panthers,St. Louis Blues
546,2024-12-20,7:00PM,Washington Capitals,Carolina Hurricanes
541,2024-12-20,8:00PM,Dallas Stars,New York Rangers
544,2024-12-20,8:00PM,Minnesota Wild,Utah Hockey Club
555,2024-12-21,10:00PM,Vancouver Canucks,Ottawa Senators
556,2024-12-21,10:00PM,Vegas Golden Knights,Seattle Kraken
552,2024-12-21,1:30PM,Nashville Predators,Los Angeles Kings
548,2024-12-21,4:00PM,Calgary Flames,Chicago Blackhawks
549,2024-12-21,4:00PM,Edmonton Oilers,San Jose Sharks
547,2024-12-21,7:00PM,Boston Bruins,Buffalo Sabres
550,2024-12-21,7:00PM,Montreal Canadiens,Detroit Red Wings
551,2024-12-21,7:00PM,New Jersey Devils,Pittsburgh Penguins
553,2024-12-21,7:00PM,Philadelphia Flyers,Columbus Blue Jackets
554,2024-12-21,7:00PM,Toronto Maple Leafs,New York Islanders
557,2024-12-21,7:00PM,Winnipeg Jets,Minnesota Wild
560,2024-12-22,12:30PM,New York Rangers,Carolina Hurricanes
561,2024-12-22,5:00PM,Tampa Bay Lightning,Florida Panthers
562,2024-12-22,5:00PM,Utah Hockey Club,Anaheim Ducks
563,2024-12-22,5:00PM,Washington Capitals,Los Angeles Kings
558,2024-12-22,8:00PM,Colorado Avalanche,Seattle Kraken
559,2024-12-22,8:00PM,Edmonton Oilers,Ottawa Senators
577,2024-12-23,10:00PM,Vegas Golden Knights,Anaheim Ducks
569,2024-12-23,1:00PM,New Jersey Devils,New York Rangers
574,2024-12-23,2:00PM,Toronto Maple Leafs,Winnipeg Jets
564,2024-12-23,7:00PM,Boston Bruins,Washington Capitals
565,2024-12-23,7:00PM,Columbus Blue Jackets,Montreal Canadiens
566,2024-12-23,7:00PM,Detroit Red Wings,St. Louis Blues
567,2024-12-23,7:00PM,Florida Panthers,Tampa Bay Lightning
573,2024-12-23,7:00PM,Pittsburgh Penguins,Philadelphia Flyers
572,2024-12-23,7:30PM,New York Islanders,Buffalo Sabres
568,2024-12-23,8:00PM,Minnesota Wild,Chicago Blackhawks
570,2024-12-23,8:00PM,Nashville Predators,Carolina Hurricanes
575,2024-12-23,9:00PM,Utah Hockey Club,Dallas Stars
576,2024-12-23,9:00PM,Vancouver Canucks,San Jose Sharks
583,2024-12-27,10:30PM,San Jose Sharks,Vegas Golden Knights
578,2024-12-27,7:00PM,Buffalo Sabres,Chicago Blackhawks
579,2024-12-27,7:00PM,Columbus Blue Jackets,Boston Bruins
581,2024-12-27,7:00PM,Detroit Red Wings,Toronto Maple Leafs
582,2024-12-27,7:00PM,New Jersey Devils,Carolina Hurricanes
580,2024-12-27,8:00PM,Dallas Stars,Minnesota Wild
584,2024-12-27,8:00PM,St. Louis Blues,Nashville Predators
585,2024-12-27,9:30PM,Utah Hockey Club,Colorado Avalanche
592,2024-12-28,10:00PM,San Jose Sharks,Calgary Flames
589,2024-12-28,1:00PM,Florida Panthers,Montreal Canadiens
586,2024-12-28,4:00PM,Anaheim Ducks,Philadelphia Flyers
590,2024-12-28,4:00PM,Los Angeles Kings,Edmonton Oilers
595,2024-12-28,4:00PM,Vancouver Canucks,Seattle Kraken
587,2024-12-28,7:00PM,Boston Bruins,Columbus Blue Jackets
588,2024-12-28,7:00PM,Carolina Hurricanes,New Jersey Devils
593,2024-12-28,7:00PM,Tampa Bay Lightning,New York Rangers
594,2024-12-28,7:00PM,Toronto Maple Leafs,Washington Capitals
596,2024-12-28,7:00PM,Winnipeg Jets,Ottawa Senators
591,2024-12-28,7:30PM,New York Islanders,Pittsburgh Penguins
604,2024-12-29,3:00PM,St. Louis Blues,Buffalo Sabres
598,2024-12-29,4:00PM,Anaheim Ducks,Edmonton Oilers
600,2024-12-29,5:00PM,Detroit Red Wings,Washington Capitals
605,2024-12-29,5:00PM,Tampa Bay Lightning,Montreal Canadiens
603,2024-12-29,5:30PM,Pittsburgh Penguins,New York Islanders
602,2024-12-29,8:00PM,Minnesota Wild,Ottawa Senators
606,2024-12-29,8:00PM,Vegas Golden Knights,Calgary Flames
599,2024-12-29,8:30PM,Chicago Blackhawks,Dallas Stars
601,2024-12-29,9:00PM,Los Angeles Kings,Philadelphia Flyers
607,2024-12-30,7:00PM,Florida Panthers,New York Rangers
609,2024-12-30,7:30PM,Winnipeg Jets,Nashville Predators
608,2024-12-30,8:00PM,Seattle Kraken,Utah Hockey Club
622,2024-12-31,12:30PM,Washington Capitals,Boston Bruins
620,2024-12-31,1:00PM,Toronto Maple Leafs,New York Islanders
621,2024-12-31,3:00PM,Vegas Golden Knights,Montreal Canadiens
613,2024-12-31,5:00PM,Chicago Blackhawks,St. Louis Blues
610,2024-12-31,8:00PM,Anaheim Ducks,New Jersey Devils
614,2024-12-31,8:00PM,Colorado Avalanche,Winnipeg Jets
611,2024-12-31,8:00PM,Columbus Blue Jackets,Carolina Hurricanes
615,2024-12-31,8:00PM,Dallas Stars,Buffalo Sabres
616,2024-12-31,8:00PM,Detroit Red Wings,Pittsburgh Penguins
618,2024-12-31,8:00PM,Minnesota Wild,Nashville Predators
619,2024-12-31,8:00PM,San Jose Sharks,Philadelphia Flyers
612,2024-12-31,9:00PM,Calgary Flames,Vancouver Canucks
617,2024-12-31,9:00PM,Edmonton Oilers,Utah Hockey Club
624,2025-01-01,6:00PM,Los Angeles Kings,New Jersey Devils
632,2025-01-02,10:00PM,Seattle Kraken,Vancouver Canucks
634,2025-01-02,10:00PM,Vegas Golden Knights,Philadelphia Flyers
633,2025-01-02,10:30PM,San Jose Sharks,Tampa Bay Lightning
625,2025-01-02,7:00PM,Columbus Blue Jackets,Detroit Red Wings
629,2025-01-02,7:00PM,Florida Panthers,Carolina Hurricanes
631,2025-01-02,7:00PM,New York Rangers,Boston Bruins
636,2025-01-02,7:00PM,Washington Capitals,Minnesota Wild
630,2025-01-02,7:30PM,New York Islanders,Toronto Maple Leafs
628,2025-01-02,8:00PM,Dallas Stars,Ottawa Senators
635,2025-01-02,8:00PM,Winnipeg Jets,Anaheim Ducks
626,2025-01-02,9:00PM,Calgary Flames,Utah Hockey Club
627,2025-01-02,9:00PM,Colorado Avalanche,Buffalo Sabres
641,2025-01-03,10:00PM,Vancouver Canucks,Nashville Predators
639,2025-01-03,7:00PM,Florida Panthers,Pittsburgh Penguins
637,2025-01-03,8:00PM,Chicago Blackhawks,Montreal Canadiens
640,2025-01-03,8:00PM,St. Louis Blues,Ottawa Senators
638,2025-01-03,9:00PM,Edmonton Oilers,Anaheim Ducks
644,2025-01-04,10:00PM,Calgary Flames,Nashville Predators
648,2025-01-04,10:00PM,Seattle Kraken,Edmonton Oilers
652,2025-01-04,10:00PM,Vegas Golden Knights,Buffalo Sabres
654,2025-01-04,12:00PM,Washington Capitals,New York Rangers
650,2025-01-04,4:00PM,San Jose Sharks,New Jersey Devils
642,2025-01-04,7:00PM,Carolina Hurricanes,Minnesota Wild
645,2025-01-04,7:00PM,Colorado Avalanche,Montreal Canadiens
643,2025-01-04,7:00PM,Columbus Blue Jackets,St. Louis Blues
651,2025-01-04,7:00PM,Toronto Maple Leafs,Boston Bruins
653,2025-01-04,7:00PM,Winnipeg Jets,Detroit Red Wings
646,2025-01-04,8:00PM,Dallas Stars,Utah Hockey Club
647,2025-01-04,9:00PM,Los Angeles Kings,Tampa Bay Lightning
658,2025-01-05,3:00PM,Chicago Blackhawks,New York Rangers
656,2025-01-05,6:00PM,Boston Bruins,New York Islanders
657,2025-01-05,6:00PM,Carolina Hurricanes,Pittsburgh Penguins
659,2025-01-05,7:00PM,Toronto Maple Leafs,Philadelphia Flyers
655,2025-01-05,8:00PM,Anaheim Ducks,Tampa Bay Lightning
663,2025-01-06,10:00PM,Seattle Kraken,New Jersey Devils
660,2025-01-06,7:00PM,Buffalo Sabres,Washington Capitals
662,2025-01-06,7:30PM,Montreal Canadiens,Vancouver Canucks
661,2025-01-06,9:00PM,Colorado Avalanche,Florida Panthers
664,2025-01-07,10:00PM,Anaheim Ducks,Calgary Flames
671,2025-01-07,10:30PM,San Jose Sharks,Vegas Golden Knights
665,2025-01-07,7:00PM,Boston Bruins,Edmonton Oilers
666,2025-01-07,7:00PM,Detroit Red Wings,Ottawa Senators
668,2025-01-07,7:00PM,New York Rangers,Dallas Stars
670,2025-01-07,7:00PM,Pittsburgh Penguins,Columbus Blue Jackets
672,2025-01-07,7:00PM,Tampa Bay Lightning,Carolina Hurricanes
669,2025-01-07,7:30PM,Philadelphia Flyers,Toronto Maple Leafs
667,2025-01-07,8:00PM,Minnesota Wild,St. Louis Blues
673,2025-01-07,8:00PM,Winnipeg Jets,Nashville Predators
676,2025-01-08,10:00PM,Utah Hockey Club,Florida Panthers
674,2025-01-08,7:30PM,Chicago Blackhawks,Colorado Avalanche
677,2025-01-08,7:30PM,Washington Capitals,Vancouver Canucks
687,2025-01-09,10:00PM,Vegas Golden Knights,New York Islanders
679,2025-01-09,7:00PM,Columbus Blue Jackets,Seattle Kraken
681,2025-01-09,7:00PM,New York Rangers,New Jersey Devils
682,2025-01-09,7:00PM,Ottawa Senators,Buffalo Sabres
683,2025-01-09,7:00PM,Philadelphia Flyers,Dallas Stars
684,2025-01-09,7:00PM,Pittsburgh Penguins,Edmonton Oilers
686,2025-01-09,7:00PM,Tampa Bay Lightning,Boston Bruins
678,2025-01-09,7:30PM,Carolina Hurricanes,Toronto Maple Leafs
680,2025-01-09,8:00PM,Minnesota Wild,Colorado Avalanche
685,2025-01-09,8:00PM,St. Louis Blues,Anaheim Ducks
688,2025-01-10,7:00PM,Carolina Hurricanes,Vancouver Canucks
689,2025-01-10,7:00PM,Detroit Red Wings,Chicago Blackhawks
692,2025-01-10,7:00PM,Washington Capitals,Montreal Canadiens
691,2025-01-10,8:00PM,Winnipeg Jets,Los Angeles Kings
690,2025-01-10,9:00PM,Utah Hockey Club,San Jose Sharks
694,2025-01-11,10:00PM,Calgary Flames,Los Angeles Kings
703,2025-01-11,10:00PM,San Jose Sharks,Minnesota Wild
707,2025-01-11,10:00PM,Vegas Golden Knights,New York Rangers
696,2025-01-11,1:00PM,Florida Panthers,Boston Bruins
693,2025-01-11,4:00PM,Buffalo Sabres,Seattle Kraken
702,2025-01-11,4:00PM,Pittsburgh Penguins,Ottawa Senators
695,2025-01-11,7:00PM,Chicago Blackhawks,Edmonton Oilers
697,2025-01-11,7:00PM,Montreal Canadiens,Dallas Stars
698,2025-01-11,7:00PM,New Jersey Devils,Tampa Bay Lightning
700,2025-01-11,7:00PM,Philadelphia Flyers,Anaheim Ducks
704,2025-01-11,7:00PM,St. Louis Blues,Columbus Blue Jackets
705,2025-01-11,7:00PM,Toronto Maple Leafs,Vancouver Canucks
708,2025-01-11,7:00PM,Winnipeg Jets,Colorado Avalanche
699,2025-01-11,8:00PM,Nashville Predators,Washington Capitals
706,2025-01-11,9:00PM,Utah Hockey Club,New York Islanders
710,2025-01-12,3:00PM,Detroit Red Wings,Seattle Kraken
709,2025-01-12,5:00PM,Carolina Hurricanes,Anaheim Ducks
711,2025-01-12,5:00PM,Ottawa Senators,Dallas Stars
712,2025-01-12,5:00PM,Pittsburgh Penguins,Tampa Bay Lightning
713,2025-01-12,8:00PM,Vegas Golden Knights,Minnesota Wild
716,2025-01-13,7:00PM,Philadelphia Flyers,Florida Panthers
714,2025-01-13,7:30PM,Chicago Blackhawks,Calgary Flames
715,2025-01-13,9:30PM,Edmonton Oilers,Los Angeles Kings
717,2025-01-14,7:00PM,Boston Bruins,Tampa Bay Lightning
718,2025-01-14,7:00PM,Columbus Blue Jackets,Philadelphia Flyers
720,2025-01-14,7:00PM,Detroit Red Wings,San Jose Sharks
724,2025-01-14,7:00PM,Pittsburgh Penguins,Seattle Kraken
726,2025-01-14,7:00PM,Toronto Maple Leafs,Dallas Stars
730,2025-01-14,7:00PM,Washington Capitals,Anaheim Ducks
721,2025-01-14,7:30PM,New Jersey Devils,Florida Panthers
723,2025-01-14,7:30PM,New York Islanders,Ottawa Senators
722,2025-01-14,8:00PM,Nashville Predators,Vegas Golden Knights
725,2025-01-14,8:00PM,St. Louis Blues,Calgary Flames
729,2025-01-14,8:00PM,Winnipeg Jets,Vancouver Canucks
719,2025-01-14,9:00PM,Colorado Avalanche,New York Rangers
728,2025-01-14,9:00PM,Utah Hockey Club,Montreal Canadiens
731,2025-01-15,6:00PM,Buffalo Sabres,Carolina Hurricanes
732,2025-01-15,8:30PM,Minnesota Wild,Edmonton Oilers
744,2025-01-16,10:00PM,Vancouver Canucks,Los Angeles Kings
733,2025-01-16,7:00PM,Columbus Blue Jackets,San Jose Sharks
736,2025-01-16,7:00PM,Florida Panthers,Detroit Red Wings
739,2025-01-16,7:00PM,Ottawa Senators,Washington Capitals
741,2025-01-16,7:00PM,Tampa Bay Lightning,Anaheim Ducks
742,2025-01-16,7:00PM,Toronto Maple Leafs,New Jersey Devils
738,2025-01-16,7:30PM,New York Islanders,Philadelphia Flyers
735,2025-01-16,8:00PM,Dallas Stars,Montreal Canadiens
737,2025-01-16,8:00PM,Nashville Predators,Chicago Blackhawks
740,2025-01-16,8:00PM,St. Louis Blues,Calgary Flames
745,2025-01-16,8:00PM,Winnipeg Jets,Seattle Kraken
743,2025-01-16,9:00PM,Utah Hockey Club,New York Rangers
734,2025-01-16,9:30PM,Colorado Avalanche,Edmonton Oilers
746,2025-01-17,7:00PM,Buffalo Sabres,Pittsburgh Penguins
747,2025-01-17,7:00PM,Carolina Hurricanes,Vegas Golden Knights
758,2025-01-18,10:00PM,Seattle Kraken,Los Angeles Kings
761,2025-01-18,10:00PM,Vancouver Canucks,Edmonton Oilers
752,2025-01-18,12:30PM,New Jersey Devils,Philadelphia Flyers
757,2025-01-18,3:00PM,Ottawa Senators,Boston Bruins
749,2025-01-18,4:00PM,Colorado Avalanche,Dallas Stars
750,2025-01-18,6:00PM,Florida Panthers,Anaheim Ducks
751,2025-01-18,7:00PM,Montreal Canadiens,Toronto Maple Leafs
756,2025-01-18,7:00PM,New York Rangers,Columbus Blue Jackets
759,2025-01-18,7:00PM,Tampa Bay Lightning,Detroit Red Wings
763,2025-01-18,7:00PM,Washington Capitals,Pittsburgh Penguins
762,2025-01-18,7:00PM,Winnipeg Jets,Calgary Flames
755,2025-01-18,7:30PM,New York Islanders,San Jose Sharks
748,2025-01-18,8:00PM,Chicago Blackhawks,Vegas Golden Knights
754,2025-01-18,8:00PM,Nashville Predators,Minnesota Wild
760,2025-01-18,9:00PM,Utah Hockey Club,St. Louis Blues
766,2025-01-19,1:00PM,New Jersey Devils,Ottawa Senators
765,2025-01-19,7:00PM,Montreal Canadiens,New York Rangers
764,2025-01-19,8:00PM,Dallas Stars,Detroit Red Wings
770,2025-01-20,10:30PM,Los Angeles Kings,Pittsburgh Penguins
767,2025-01-20,1:00PM,Boston Bruins,San Jose Sharks
769,2025-01-20,3:00PM,Colorado Avalanche,Minnesota Wild
772,2025-01-20,4:00PM,Seattle Kraken,Buffalo Sabres
775,2025-01-20,6:00PM,Vegas Golden Knights,St. Louis Blues
771,2025-01-20,7:30PM,New York Islanders,Columbus Blue Jackets
773,2025-01-20,7:30PM,Toronto Maple Leafs,Tampa Bay Lightning
768,2025-01-20,8:30PM,Chicago Blackhawks,Carolina Hurricanes
774,2025-01-20,9:30PM,Utah Hockey Club,Winnipeg Jets
776,2025-01-21,10:00PM,Anaheim Ducks,Florida Panthers
784,2025-01-21,10:00PM,Vancouver Canucks,Buffalo Sabres
780,2025-01-21,7:00PM,Montreal Canadiens,Tampa Bay Lightning
782,2025-01-21,7:00PM,New York Rangers,Ottawa Senators
783,2025-01-21,7:00PM,Philadelphia Flyers,Detroit Red Wings
777,2025-01-21,8:00PM,Dallas Stars,Carolina Hurricanes
781,2025-01-21,8:00PM,Nashville Predators,San Jose Sharks
778,2025-01-21,9:00PM,Edmonton Oilers,Washington Capitals
786,2025-01-22,10:00PM,Los Angeles Kings,Florida Panthers
787,2025-01-22,7:00PM,New Jersey Devils,Boston Bruins
788,2025-01-22,7:30PM,Toronto Maple Leafs,Columbus Blue Jackets
785,2025-01-22,9:30PM,Colorado Avalanche,Winnipeg Jets
789,2025-01-23,10:00PM,Anaheim Ducks,Pittsburgh Penguins
797,2025-01-23,10:00PM,Seattle Kraken,Washington Capitals
798,2025-01-23,10:30PM,San Jose Sharks,Nashville Predators
790,2025-01-23,7:00PM,Boston Bruins,Ottawa Senators
791,2025-01-23,7:00PM,Carolina Hurricanes,Columbus Blue Jackets
793,2025-01-23,7:00PM,Detroit Red Wings,Montreal Canadiens
796,2025-01-23,7:00PM,New York Rangers,Philadelphia Flyers
795,2025-01-23,8:00PM,Minnesota Wild,Utah Hockey Club
799,2025-01-23,8:00PM,St. Louis Blues,Vegas Golden Knights
792,2025-01-23,9:00PM,Calgary Flames,Buffalo Sabres
794,2025-01-23,9:00PM,Edmonton Oilers,Vancouver Canucks
801,2025-01-24,7:30PM,Dallas Stars,Vegas Golden Knights
802,2025-01-24,7:30PM,New York Islanders,Philadelphia Flyers
800,2025-01-24,8:00PM,Chicago Blackhawks,Tampa Bay Lightning
803,2025-01-24,8:00PM,Winnipeg Jets,Utah Hockey Club
804,2025-01-25,10:00PM,Anaheim Ducks,Nashville Predators
815,2025-01-25,10:00PM,San Jose Sharks,Florida Panthers
817,2025-01-25,10:00PM,Vancouver Canucks,Washington Capitals
806,2025-01-25,1:00PM,Boston Bruins,Colorado Avalanche
809,2025-01-25,4:00PM,Edmonton Oilers,Buffalo Sabres
814,2025-01-25,4:00PM,Seattle Kraken,Pittsburgh Penguins
807,2025-01-25,7:00PM,Columbus Blue Jackets,Los Angeles Kings
808,2025-01-25,7:00PM,Detroit Red Wings,Tampa Bay Lightning
810,2025-01-25,7:00PM,Minnesota Wild,Calgary Flames
811,2025-01-25,7:00PM,Montreal Canadiens,New Jersey Devils
813,2025-01-25,7:00PM,Ottawa Senators,Toronto Maple Leafs
816,2025-01-25,7:00PM,St. Louis Blues,Dallas Stars
812,2025-01-25,7:30PM,New York Islanders,Carolina Hurricanes
819,2025-01-26,1:00PM,New York Rangers,Colorado Avalanche
820,2025-01-26,5:00PM,Ottawa Senators,Utah Hockey Club
822,2025-01-26,6:00PM,Winnipeg Jets,Calgary Flames
818,2025-01-26,7:00PM,Chicago Blackhawks,Minnesota Wild
821,2025-01-26,8:00PM,Vegas Golden Knights,Florida Panthers
826,2025-01-27,10:30PM,San Jose Sharks,Pittsburgh Penguins
823,2025-01-27,7:00PM,Detroit Red Wings,Los Angeles Kings
825,2025-01-27,7:00PM,Philadelphia Flyers,New Jersey Devils
827,2025-01-27,7:30PM,St. Louis Blues,Vancouver Canucks
824,2025-01-27,9:30PM,Edmonton Oilers,Seattle Kraken
834,2025-01-28,10:00PM,Seattle Kraken,Anaheim Ducks
836,2025-01-28,10:00PM,Vegas Golden Knights,Dallas Stars
828,2025-01-28,7:00PM,Buffalo Sabres,Boston Bruins
830,2025-01-28,7:00PM,Montreal Canadiens,Winnipeg Jets
833,2025-01-28,7:00PM,New York Rangers,Carolina Hurricanes
835,2025-01-28,7:00PM,Tampa Bay Lightning,Chicago Blackhawks
832,2025-01-28,7:30PM,New York Islanders,Colorado Avalanche
829,2025-01-28,9:00PM,Calgary Flames,Washington Capitals
837,2025-01-29,7:00PM,Florida Panthers,Los Angeles Kings
838,2025-01-29,7:00PM,New Jersey Devils,Philadelphia Flyers
840,2025-01-29,7:00PM,Toronto Maple Leafs,Minnesota Wild
839,2025-01-29,9:00PM,Nashville Predators,Vancouver Canucks
841,2025-01-29,9:30PM,Utah Hockey Club,Pittsburgh Penguins
851,2025-01-30,10:00PM,Vegas Golden Knights,Columbus Blue Jackets
849,2025-01-30,10:30PM,Seattle Kraken,San Jose Sharks
842,2025-01-30,7:00PM,Boston Bruins,Winnipeg Jets
843,2025-01-30,7:00PM,Carolina Hurricanes,Chicago Blackhawks
846,2025-01-30,7:00PM,Montreal Canadiens,Minnesota Wild
847,2025-01-30,7:00PM,Ottawa Senators,Washington Capitals
850,2025-01-30,7:00PM,Tampa Bay Lightning,Los Angeles Kings
848,2025-01-30,7:30PM,Philadelphia Flyers,New York Islanders
844,2025-01-30,9:00PM,Calgary Flames,Anaheim Ducks
845,2025-01-30,9:00PM,Edmonton Oilers,Detroit Red Wings
852,2025-01-31,7:00PM,Buffalo Sabres,Nashville Predators
854,2025-01-31,8:00PM,Dallas Stars,Vancouver Canucks
853,2025-01-31,9:00PM,Colorado Avalanche,St. Louis Blues
855,2025-01-31,9:00PM,Utah Hockey Club,Columbus Blue Jackets
859,2025-02-01,10:00PM,Calgary Flames,Detroit Red Wings
861,2025-02-01,1:00PM,Florida Panthers,Chicago Blackhawks
856,2025-02-01,3:30PM,Boston Bruins,New York Rangers
858,2025-02-01,7:00PM,Carolina Hurricanes,Los Angeles Kings
860,2025-02-01,7:00PM,Edmonton Oilers,Toronto Maple Leafs
862,2025-02-01,7:00PM,Ottawa Senators,Minnesota Wild
863,2025-02-01,7:00PM,Pittsburgh Penguins,Nashville Predators
864,2025-02-01,7:00PM,Tampa Bay Lightning,New York Islanders
865,2025-02-01,7:00PM,Washington Capitals,Winnipeg Jets
867,2025-02-02,1:00PM,Buffalo Sabres,New Jersey Devils
868,2025-02-02,3:00PM,Colorado Avalanche,Philadelphia Flyers
866,2025-02-02,4:00PM,Anaheim Ducks,Montreal Canadiens
