,Unnamed: 0,Date,time,away_team,PTS,home_team,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
1002,75.0,2025-03-10,8:00PM,Indiana Pacers,,Chicago Bulls,,,,,,United Center,
1003,76.0,2025-03-10,8:00PM,Orlando Magic,,Houston Rockets,,,,,,Toyota Center,
1005,78.0,2025-03-10,8:00PM,Phoenix Suns,,Memphis Grizzlies,,,,,,FedEx Forum,
1006,79.0,2025-03-10,8:00PM,Denver Nuggets,,Oklahoma City Thunder,,,,,,Paycom Center,
1007,80.0,2025-03-10,8:30PM,Dallas Mavericks,,San Antonio Spurs,,,,,,Frost Bank Center,
1008,81.0,2025-03-10,10:00PM,Portland Trail Blazers,,Golden State Warriors,,,,,,Chase Center,
1009,82.0,2025-03-10,10:30PM,New York Knicks,,Sacramento Kings,,,,,,Golden 1 Center,
1010,83.0,2025-03-11,7:00PM,Brooklyn Nets,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
1011,84.0,2025-03-11,7:00PM,Washington Wizards,,Detroit Pistons,,,,,,Little Caesars Arena,
1012,85.0,2025-03-11,7:00PM,Milwaukee Bucks,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
1013,86.0,2025-03-11,9:30PM,Los Angeles Clippers,,New Orleans Pelicans,,,,,,Smoothie King Center,
1014,87.0,2025-03-12,7:00PM,Chicago Bulls,,Orlando Magic,,,,,,Kia Center,
1015,88.0,2025-03-12,7:30PM,Charlotte Hornets,,Atlanta Hawks,,,,,,State Farm Arena,
1016,89.0,2025-03-12,7:30PM,Oklahoma City Thunder,,Boston Celtics,,,,,,TD Garden,
1017,90.0,2025-03-12,7:30PM,Philadelphia 76ers,,Toronto Raptors,,,,,,Scotiabank Arena,
1018,91.0,2025-03-12,8:00PM,Phoenix Suns,,Houston Rockets,,,,,,Toyota Center,
1019,92.0,2025-03-12,8:00PM,Utah Jazz,,Memphis Grizzlies,,,,,,FedEx Forum,
1020,93.0,2025-03-12,8:00PM,Los Angeles Clippers,,Miami Heat,,,,,,Kaseya Center,
1021,94.0,2025-03-12,8:00PM,Dallas Mavericks,,San Antonio Spurs,,,,,,Frost Bank Center,
1022,95.0,2025-03-12,10:00PM,Minnesota Timberwolves,,Denver Nuggets,,,,,,Ball Arena,
1023,96.0,2025-03-12,10:00PM,New York Knicks,,Portland Trail Blazers,,,,,,Moda Center,
1024,97.0,2025-03-13,7:00PM,Washington Wizards,,Detroit Pistons,,,,,,Little Caesars Arena,
1025,98.0,2025-03-13,7:30PM,Los Angeles Lakers,,Milwaukee Bucks,,,,,,Fiserv Forum,
1026,99.0,2025-03-13,8:00PM,Brooklyn Nets,,Chicago Bulls,,,,,,United Center,
1027,100.0,2025-03-13,10:00PM,Sacramento Kings,,Golden State Warriors,,,,,,Chase Center,
1028,101.0,2025-03-14,7:00PM,Boston Celtics,,Miami Heat,,,,,,Kaseya Center,
1029,102.0,2025-03-14,7:00PM,Indiana Pacers,,Philadelphia 76ers,,,,,,Wells Fargo Center,
1031,104.0,2025-03-14,7:30PM,Los Angeles Clippers,,Atlanta Hawks,,,,,,State Farm Arena,
1032,105.0,2025-03-14,8:00PM,Dallas Mavericks,,Houston Rockets,,,,,,Toyota Center,
1033,106.0,2025-03-14,8:00PM,Cleveland Cavaliers,,Memphis Grizzlies,,,,,,FedEx Forum,
1034,107.0,2025-03-14,8:00PM,Orlando Magic,,Minnesota Timberwolves,,,,,,Target Center,
1035,108.0,2025-03-14,8:00PM,Charlotte Hornets,,San Antonio Spurs,,,,,,Frost Bank Center,
1036,109.0,2025-03-14,9:30PM,Los Angeles Lakers,,Denver Nuggets,,,,,,Ball Arena,
1037,110.0,2025-03-14,9:30PM,Toronto Raptors,,Utah Jazz,,,,,,Delta Center,
1038,111.0,2025-03-14,10:00PM,Sacramento Kings,,Phoenix Suns,,,,,,Footprint Center,
1039,112.0,2025-03-15,6:00PM,Boston Celtics,,Brooklyn Nets,,,,,,Barclays Center,
1040,113.0,2025-03-15,7:00PM,Oklahoma City Thunder,,Detroit Pistons,,,,,,Little Caesars Arena,
1041,114.0,2025-03-15,8:00PM,Chicago Bulls,,Houston Rockets,,,,,,Toyota Center,
1042,115.0,2025-03-15,8:00PM,Miami Heat,,Memphis Grizzlies,,,,,,FedEx Forum,
1043,116.0,2025-03-15,8:00PM,Indiana Pacers,,Milwaukee Bucks,,,,,,Fiserv Forum,
1044,117.0,2025-03-15,8:30PM,New York Knicks,,Golden State Warriors,,,,,,Chase Center,
1045,118.0,2025-03-15,8:30PM,New Orleans Pelicans,,San Antonio Spurs,,,,,,Frost Bank Center,
1046,119.0,2025-03-15,9:00PM,Washington Wizards,,Denver Nuggets,,,,,,Ball Arena,
1047,120.0,2025-03-16,1:00PM,Philadelphia 76ers,,Dallas Mavericks,,,,,,American Airlines Center,
1048,121.0,2025-03-16,3:30PM,Phoenix Suns,,Los Angeles Lakers,,,,,,Crypto.com Arena,
1049,122.0,2025-03-16,6:00PM,Atlanta Hawks,,Brooklyn Nets,,,,,,Barclays Center,
1050,123.0,2025-03-16,6:00PM,Orlando Magic,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
1051,124.0,2025-03-16,6:00PM,Toronto Raptors,,Portland Trail Blazers,,,,,,Moda Center,
1052,125.0,2025-03-16,7:00PM,Utah Jazz,,Minnesota Timberwolves,,,,,,Target Center,
1053,126.0,2025-03-16,9:00PM,Oklahoma City Thunder,,Milwaukee Bucks,,,,,,Fiserv Forum,
1054,127.0,2025-03-16,10:00PM,Washington Wizards,,Los Angeles Clippers,,,,,,Intuit Dome,
1055,128.0,2025-03-17,7:30PM,Miami Heat,,New York Knicks,,,,,,Madison Square Garden (IV),
1057,130.0,2025-03-17,8:00PM,Philadelphia 76ers,,Houston Rockets,,,,,,Toyota Center,
1058,131.0,2025-03-17,8:00PM,Indiana Pacers,,Minnesota Timberwolves,,,,,,Target Center,
1059,132.0,2025-03-17,8:00PM,Detroit Pistons,,New Orleans Pelicans,,,,,,Smoothie King Center,
1060,133.0,2025-03-17,8:00PM,Orlando Magic,,San Antonio Spurs,,,,,,Frost Bank Center,
1061,134.0,2025-03-17,9:00PM,Chicago Bulls,,Utah Jazz,,,,,,Delta Center,
1062,135.0,2025-03-17,10:00PM,Denver Nuggets,,Golden State Warriors,,,,,,Chase Center,
1063,136.0,2025-03-17,10:00PM,Toronto Raptors,,Phoenix Suns,,,,,,Footprint Center,
1064,137.0,2025-03-17,10:00PM,Memphis Grizzlies,,Sacramento Kings,,,,,,Golden 1 Center,
1065,138.0,2025-03-18,7:00PM,Atlanta Hawks,,Charlotte Hornets,,,,,,Spectrum Center,
1066,139.0,2025-03-18,7:30PM,Brooklyn Nets,,Boston Celtics,,,,,,TD Garden,
1067,140.0,2025-03-18,10:00PM,Washington Wizards,,Portland Trail Blazers,,,,,,Moda Center,
1068,141.0,2025-03-18,10:30PM,Cleveland Cavaliers,,Los Angeles Clippers,,,,,,Intuit Dome,
1069,142.0,2025-03-18,10:30PM,Milwaukee Bucks,,Los Angeles Lakers,,,,,,Crypto.com Arena,
1070,143.0,2025-03-19,7:00PM,Dallas Mavericks,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
1071,144.0,2025-03-19,7:00PM,Houston Rockets,,Orlando Magic,,,,,,Kia Center,
1072,145.0,2025-03-19,7:30PM,Detroit Pistons,,Miami Heat,,,,,,Kaseya Center,
1073,146.0,2025-03-19,7:30PM,New Orleans Pelicans,,Minnesota Timberwolves,,,,,,Target Center,
1074,147.0,2025-03-19,8:00PM,Philadelphia 76ers,,Oklahoma City Thunder,,,,,,Paycom Center,
1075,148.0,2025-03-19,8:00PM,New York Knicks,,San Antonio Spurs,,,,,,Frost Bank Center,
1076,149.0,2025-03-19,9:00PM,Los Angeles Clippers,,Utah Jazz,,,,,,Delta Center,
1077,150.0,2025-03-19,10:00PM,Toronto Raptors,,Golden State Warriors,,,,,,Chase Center,
1078,151.0,2025-03-19,10:00PM,Denver Nuggets,,Los Angeles Lakers,,,,,,Crypto.com Arena,
1079,152.0,2025-03-19,10:00PM,Chicago Bulls,,Phoenix Suns,,,,,,Footprint Center,
1080,153.0,2025-03-19,10:00PM,Memphis Grizzlies,,Portland Trail Blazers,,,,,,Moda Center,
1081,154.0,2025-03-19,10:00PM,Cleveland Cavaliers,,Sacramento Kings,,,,,,Golden 1 Center,
1083,156.0,2025-03-20,7:00PM,New York Knicks,,Charlotte Hornets,,,,,,Spectrum Center,
1084,157.0,2025-03-20,7:00PM,Brooklyn Nets,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
1085,158.0,2025-03-20,10:00PM,Milwaukee Bucks,,Golden State Warriors,,,,,,Chase Center,
1086,159.0,2025-03-20,10:00PM,Chicago Bulls,,Sacramento Kings,,,,,,Golden 1 Center,
1087,160.0,2025-03-21,7:00PM,Orlando Magic,,Washington Wizards,,,,,,Capital One Arena,
1088,161.0,2025-03-21,8:00PM,Houston Rockets,,Miami Heat,,,,,,Kaseya Center,
1089,162.0,2025-03-21,8:00PM,New Orleans Pelicans,,Minnesota Timberwolves,,,,,,Target Center,
1090,163.0,2025-03-21,8:00PM,Charlotte Hornets,,Oklahoma City Thunder,,,,,,Paycom Center,
1091,164.0,2025-03-21,8:00PM,Philadelphia 76ers,,San Antonio Spurs,,,,,,Frost Bank Center,
1092,165.0,2025-03-21,8:30PM,Detroit Pistons,,Dallas Mavericks,,,,,,American Airlines Center,
1093,166.0,2025-03-21,9:30PM,Boston Celtics,,Utah Jazz,,,,,,Delta Center,
1094,167.0,2025-03-21,10:00PM,Cleveland Cavaliers,,Phoenix Suns,,,,,,Footprint Center,
1095,168.0,2025-03-21,10:00PM,Denver Nuggets,,Portland Trail Blazers,,,,,,Moda Center,
1096,169.0,2025-03-21,10:30PM,Memphis Grizzlies,,Los Angeles Clippers,,,,,,Intuit Dome,
1097,170.0,2025-03-22,5:00PM,Brooklyn Nets,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
1098,171.0,2025-03-22,7:00PM,Golden State Warriors,,Atlanta Hawks,,,,,,State Farm Arena,
1099,172.0,2025-03-22,8:00PM,Washington Wizards,,New York Knicks,,,,,,Madison Square Garden (IV),
1100,173.0,2025-03-22,10:00PM,Milwaukee Bucks,,Sacramento Kings,,,,,,Golden 1 Center,
1101,174.0,2025-03-22,10:30PM,Chicago Bulls,,Los Angeles Lakers,,,,,,Crypto.com Arena,
1102,175.0,2025-03-23,3:00PM,New Orleans Pelicans,,Detroit Pistons,,,,,,Little Caesars Arena,
1103,176.0,2025-03-23,3:30PM,Cleveland Cavaliers,,Utah Jazz,,,,,,Delta Center,
1104,177.0,2025-03-23,6:00PM,Philadelphia 76ers,,Atlanta Hawks,,,,,,State Farm Arena,
1105,178.0,2025-03-23,6:00PM,Charlotte Hornets,,Miami Heat,,,,,,Kaseya Center,
1106,179.0,2025-03-23,6:00PM,Boston Celtics,,Portland Trail Blazers,,,,,,Moda Center,
1107,180.0,2025-03-23,6:00PM,San Antonio Spurs,,Toronto Raptors,,,,,,Scotiabank Arena,
1109,182.0,2025-03-23,7:00PM,Denver Nuggets,,Houston Rockets,,,,,,Toyota Center,
1110,183.0,2025-03-23,9:00PM,Oklahoma City Thunder,,Los Angeles Clippers,,,,,,Intuit Dome,
1111,184.0,2025-03-24,7:00PM,Minnesota Timberwolves,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
1112,185.0,2025-03-24,7:00PM,Los Angeles Lakers,,Orlando Magic,,,,,,Kia Center,
1113,186.0,2025-03-24,7:00PM,Toronto Raptors,,Washington Wizards,,,,,,Capital One Arena,
1114,187.0,2025-03-24,7:30PM,Dallas Mavericks,,Brooklyn Nets,,,,,,Barclays Center,
1115,188.0,2025-03-24,8:00PM,Philadelphia 76ers,,New Orleans Pelicans,,,,,,Smoothie King Center,
1116,189.0,2025-03-24,9:00PM,Chicago Bulls,,Denver Nuggets,,,,,,Ball Arena,
1117,190.0,2025-03-24,10:00PM,Milwaukee Bucks,,Phoenix Suns,,,,,,Footprint Center,
1118,191.0,2025-03-24,10:00PM,Boston Celtics,,Sacramento Kings,,,,,,Golden 1 Center,
1119,192.0,2025-03-25,7:00PM,Orlando Magic,,Charlotte Hornets,,,,,,Spectrum Center,
1120,193.0,2025-03-25,7:00PM,San Antonio Spurs,,Detroit Pistons,,,,,,Little Caesars Arena,
1121,194.0,2025-03-25,7:30PM,Golden State Warriors,,Miami Heat,,,,,,Kaseya Center,
1122,195.0,2025-03-25,7:30PM,Dallas Mavericks,,New York Knicks,,,,,,Madison Square Garden (IV),
1123,196.0,2025-03-25,8:00PM,Atlanta Hawks,,Houston Rockets,,,,,,Toyota Center,
1124,197.0,2025-03-25,9:00PM,Memphis Grizzlies,,Utah Jazz,,,,,,Delta Center,
1125,198.0,2025-03-25,10:00PM,Cleveland Cavaliers,,Portland Trail Blazers,,,,,,Moda Center,
1126,199.0,2025-03-25,10:00PM,Oklahoma City Thunder,,Sacramento Kings,,,,,,Golden 1 Center,
1127,200.0,2025-03-26,7:00PM,Washington Wizards,,Philadelphia 76ers,,,,,,Wells Fargo Center,
1128,201.0,2025-03-26,7:30PM,Toronto Raptors,,Brooklyn Nets,,,,,,Barclays Center,
1129,202.0,2025-03-26,7:30PM,Los Angeles Lakers,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
1130,203.0,2025-03-26,7:30PM,Los Angeles Clippers,,New York Knicks,,,,,,Madison Square Garden (IV),
1131,204.0,2025-03-26,9:00PM,Milwaukee Bucks,,Denver Nuggets,,,,,,Ball Arena,
1132,205.0,2025-03-26,10:00PM,Boston Celtics,,Phoenix Suns,,,,,,Footprint Center,
1133,206.0,2025-03-27,7:00PM,San Antonio Spurs,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
1135,208.0,2025-03-27,7:00PM,Dallas Mavericks,,Orlando Magic,,,,,,Kia Center,
1136,209.0,2025-03-27,7:00PM,Indiana Pacers,,Washington Wizards,,,,,,Capital One Arena,
1137,210.0,2025-03-27,7:30PM,Atlanta Hawks,,Miami Heat,,,,,,Kaseya Center,
1138,211.0,2025-03-27,8:00PM,Los Angeles Lakers,,Chicago Bulls,,,,,,United Center,
1139,212.0,2025-03-27,8:00PM,Memphis Grizzlies,,Oklahoma City Thunder,,,,,,Paycom Center,
1140,213.0,2025-03-27,9:00PM,Houston Rockets,,Utah Jazz,,,,,,Delta Center,
1141,214.0,2025-03-27,10:00PM,Portland Trail Blazers,,Sacramento Kings,,,,,,Golden 1 Center,
1142,215.0,2025-03-28,7:00PM,Cleveland Cavaliers,,Detroit Pistons,,,,,,Little Caesars Arena,
1143,216.0,2025-03-28,7:30PM,Los Angeles Clippers,,Brooklyn Nets,,,,,,Barclays Center,
1144,217.0,2025-03-28,7:30PM,Charlotte Hornets,,Toronto Raptors,,,,,,Scotiabank Arena,
1145,218.0,2025-03-28,8:00PM,New York Knicks,,Milwaukee Bucks,,,,,,Fiserv Forum,
1146,219.0,2025-03-28,8:00PM,Phoenix Suns,,Minnesota Timberwolves,,,,,,Target Center,
1147,220.0,2025-03-28,8:00PM,Golden State Warriors,,New Orleans Pelicans,,,,,,Smoothie King Center,
1148,221.0,2025-03-28,9:00PM,Utah Jazz,,Denver Nuggets,,,,,,Ball Arena,
1149,222.0,2025-03-29,5:00PM,Sacramento Kings,,Orlando Magic,,,,,,Kia Center,
1150,223.0,2025-03-29,7:00PM,Brooklyn Nets,,Washington Wizards,,,,,,Capital One Arena,
1151,224.0,2025-03-29,7:30PM,Miami Heat,,Philadelphia 76ers,,,,,,Wells Fargo Center,
1152,225.0,2025-03-29,8:00PM,Dallas Mavericks,,Chicago Bulls,,,,,,United Center,
1153,226.0,2025-03-29,8:00PM,Los Angeles Lakers,,Memphis Grizzlies,,,,,,FedEx Forum,
1154,227.0,2025-03-29,8:00PM,Indiana Pacers,,Oklahoma City Thunder,,,,,,Paycom Center,
1155,228.0,2025-03-29,8:00PM,Boston Celtics,,San Antonio Spurs,,,,,,Frost Bank Center,
1156,229.0,2025-03-30,3:30PM,Los Angeles Clippers,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
1157,230.0,2025-03-30,6:00PM,Portland Trail Blazers,,New York Knicks,,,,,,Madison Square Garden (IV),
1158,231.0,2025-03-30,7:00PM,Atlanta Hawks,,Milwaukee Bucks,,,,,,Fiserv Forum,
1159,232.0,2025-03-30,7:00PM,Detroit Pistons,,Minnesota Timberwolves,,,,,,Target Center,
1161,234.0,2025-03-30,7:00PM,Charlotte Hornets,,New Orleans Pelicans,,,,,,Smoothie King Center,
1162,235.0,2025-03-30,7:00PM,Golden State Warriors,,San Antonio Spurs,,,,,,Frost Bank Center,
1163,236.0,2025-03-30,7:30PM,Toronto Raptors,,Philadelphia 76ers,,,,,,Wells Fargo Center,
1164,237.0,2025-03-30,9:00PM,Houston Rockets,,Phoenix Suns,,,,,,Footprint Center,
1165,238.0,2025-03-31,7:00PM,Utah Jazz,,Charlotte Hornets,,,,,,Spectrum Center,
1166,239.0,2025-03-31,7:00PM,Sacramento Kings,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
1167,240.0,2025-03-31,7:00PM,Los Angeles Clippers,,Orlando Magic,,,,,,Kia Center,
1168,241.0,2025-03-31,7:00PM,Miami Heat,,Washington Wizards,,,,,,Capital One Arena,
1169,242.0,2025-03-31,8:00PM,Boston Celtics,,Memphis Grizzlies,,,,,,FedEx Forum,
1170,243.0,2025-03-31,8:00PM,Chicago Bulls,,Oklahoma City Thunder,,,,,,Paycom Center,
1171,244.0,2025-03-31,8:30PM,Brooklyn Nets,,Dallas Mavericks,,,,,,American Airlines Center,
1172,245.0,2025-03-31,10:30PM,Houston Rockets,,Los Angeles Lakers,,,,,,Crypto.com Arena,
1174,0.0,2025-04-01,7:30PM,Portland Trail Blazers,,Atlanta Hawks,,,,,,State Farm Arena,
1175,1.0,2025-04-01,7:30PM,Philadelphia 76ers,,New York Knicks,,,,,,Madison Square Garden (IV),
1176,2.0,2025-04-01,8:00PM,Toronto Raptors,,Chicago Bulls,,,,,,United Center,
1177,3.0,2025-04-01,8:00PM,Golden State Warriors,,Memphis Grizzlies,,,,,,FedEx Forum,
1178,4.0,2025-04-01,8:00PM,Phoenix Suns,,Milwaukee Bucks,,,,,,Fiserv Forum,
1179,5.0,2025-04-01,10:00PM,Minnesota Timberwolves,,Denver Nuggets,,,,,,Ball Arena,
1180,6.0,2025-04-02,7:00PM,New York Knicks,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
1181,7.0,2025-04-02,7:00PM,Charlotte Hornets,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
1182,8.0,2025-04-02,7:00PM,Sacramento Kings,,Washington Wizards,,,,,,Capital One Arena,
1183,9.0,2025-04-02,7:30PM,Miami Heat,,Boston Celtics,,,,,,TD Garden,
1184,10.0,2025-04-02,8:00PM,Utah Jazz,,Houston Rockets,,,,,,Toyota Center,
1185,11.0,2025-04-02,8:00PM,Detroit Pistons,,Oklahoma City Thunder,,,,,,Paycom Center,
1186,12.0,2025-04-02,8:30PM,Atlanta Hawks,,Dallas Mavericks,,,,,,American Airlines Center,
1187,13.0,2025-04-02,9:00PM,San Antonio Spurs,,Denver Nuggets,,,,,,Ball Arena,
1188,14.0,2025-04-02,10:00PM,New Orleans Pelicans,,Los Angeles Clippers,,,,,,Intuit Dome,
1189,15.0,2025-04-03,7:00PM,Orlando Magic,,Washington Wizards,,,,,,Capital One Arena,
1190,16.0,2025-04-03,7:30PM,Minnesota Timberwolves,,Brooklyn Nets,,,,,,Barclays Center,
1191,17.0,2025-04-03,7:30PM,Memphis Grizzlies,,Miami Heat,,,,,,Kaseya Center,
1192,18.0,2025-04-03,7:30PM,Milwaukee Bucks,,Philadelphia 76ers,,,,,,Wells Fargo Center,
1193,19.0,2025-04-03,7:30PM,Portland Trail Blazers,,Toronto Raptors,,,,,,Scotiabank Arena,
1194,20.0,2025-04-03,10:00PM,Golden State Warriors,,Los Angeles Lakers,,,,,,Crypto.com Arena,
1195,21.0,2025-04-04,7:00PM,Sacramento Kings,,Charlotte Hornets,,,,,,Spectrum Center,
1196,22.0,2025-04-04,7:00PM,Utah Jazz,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
1197,23.0,2025-04-04,7:30PM,Phoenix Suns,,Boston Celtics,,,,,,TD Garden,
1198,24.0,2025-04-04,7:30PM,Detroit Pistons,,Toronto Raptors,,,,,,Scotiabank Arena,
1200,26.0,2025-04-04,8:00PM,Portland Trail Blazers,,Chicago Bulls,,,,,,United Center,
1201,27.0,2025-04-04,8:00PM,Oklahoma City Thunder,,Houston Rockets,,,,,,Toyota Center,
1202,28.0,2025-04-04,8:00PM,Cleveland Cavaliers,,San Antonio Spurs,,,,,,Frost Bank Center,
1203,29.0,2025-04-04,10:00PM,Denver Nuggets,,Golden State Warriors,,,,,,Chase Center,
1204,30.0,2025-04-04,10:30PM,Dallas Mavericks,,Los Angeles Clippers,,,,,,Intuit Dome,
1205,31.0,2025-04-04,10:30PM,New Orleans Pelicans,,Los Angeles Lakers,,,,,,Crypto.com Arena,
1206,32.0,2025-04-05,3:00PM,New York Knicks,,Atlanta Hawks,,,,,,State Farm Arena,
1207,33.0,2025-04-05,7:00PM,Memphis Grizzlies,,Detroit Pistons,,,,,,Little Caesars Arena,
1208,34.0,2025-04-05,7:00PM,Minnesota Timberwolves,,Philadelphia 76ers,,,,,,Wells Fargo Center,
1209,35.0,2025-04-05,8:00PM,Milwaukee Bucks,,Miami Heat,,,,,,Kaseya Center,
1210,36.0,2025-04-05,10:30PM,Dallas Mavericks,,Los Angeles Clippers,,,,,,Intuit Dome,
1211,37.0,2025-04-06,1:00PM,Chicago Bulls,,Charlotte Hornets,,,,,,Spectrum Center,
1212,38.0,2025-04-06,3:30PM,Toronto Raptors,,Brooklyn Nets,,,,,,Barclays Center,
1213,39.0,2025-04-06,3:30PM,Los Angeles Lakers,,Oklahoma City Thunder,,,,,,Paycom Center,
1214,40.0,2025-04-06,6:00PM,Utah Jazz,,Atlanta Hawks,,,,,,State Farm Arena,
1215,41.0,2025-04-06,6:00PM,Washington Wizards,,Boston Celtics,,,,,,TD Garden,
1216,42.0,2025-04-06,6:00PM,Sacramento Kings,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
1217,43.0,2025-04-06,6:00PM,San Antonio Spurs,,Portland Trail Blazers,,,,,,Moda Center,
1218,44.0,2025-04-06,7:00PM,Orlando Magic,,New Orleans Pelicans,,,,,,Smoothie King Center,
1219,45.0,2025-04-06,7:00PM,Phoenix Suns,,New York Knicks,,,,,,Madison Square Garden (IV),
1220,46.0,2025-04-06,8:00PM,Indiana Pacers,,Denver Nuggets,,,,,,Ball Arena,
1221,47.0,2025-04-06,8:30PM,Houston Rockets,,Golden State Warriors,,,,,,Chase Center,
1222,48.0,2025-04-07,7:00PM,Sacramento Kings,,Detroit Pistons,,,,,,Little Caesars Arena,
1223,49.0,2025-04-07,7:30PM,Philadelphia 76ers,,Miami Heat,,,,,,Kaseya Center,
1224,50.0,2025-04-08,7:00PM,Memphis Grizzlies,,Charlotte Hornets,,,,,,Spectrum Center,
1226,52.0,2025-04-08,7:00PM,Chicago Bulls,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
1227,53.0,2025-04-08,7:00PM,Washington Wizards,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
1228,54.0,2025-04-08,7:00PM,Atlanta Hawks,,Orlando Magic,,,,,,Kia Center,
1229,55.0,2025-04-08,7:30PM,New Orleans Pelicans,,Brooklyn Nets,,,,,,Barclays Center,
1230,56.0,2025-04-08,7:30PM,Boston Celtics,,New York Knicks,,,,,,Madison Square Garden (IV),
1231,57.0,2025-04-08,8:00PM,Minnesota Timberwolves,,Milwaukee Bucks,,,,,,Fiserv Forum,
1232,58.0,2025-04-08,8:00PM,Los Angeles Lakers,,Oklahoma City Thunder,,,,,,Paycom Center,
1233,59.0,2025-04-08,10:00PM,Golden State Warriors,,Phoenix Suns,,,,,,Footprint Center,
1234,60.0,2025-04-08,10:30PM,San Antonio Spurs,,Los Angeles Clippers,,,,,,Intuit Dome,
1235,61.0,2025-04-09,7:00PM,Boston Celtics,,Orlando Magic,,,,,,Kia Center,
1236,62.0,2025-04-09,7:00PM,Philadelphia 76ers,,Washington Wizards,,,,,,Capital One Arena,
1237,63.0,2025-04-09,7:30PM,Los Angeles Lakers,,Dallas Mavericks,,,,,,American Airlines Center,
1238,64.0,2025-04-09,7:30PM,Charlotte Hornets,,Toronto Raptors,,,,,,Scotiabank Arena,
1239,65.0,2025-04-09,8:00PM,Miami Heat,,Chicago Bulls,,,,,,United Center,
1240,66.0,2025-04-09,8:00PM,New Orleans Pelicans,,Milwaukee Bucks,,,,,,Fiserv Forum,
1241,67.0,2025-04-09,9:00PM,Portland Trail Blazers,,Utah Jazz,,,,,,Delta Center,
1242,68.0,2025-04-09,10:00PM,San Antonio Spurs,,Golden State Warriors,,,,,,Chase Center,
1243,69.0,2025-04-09,10:00PM,Oklahoma City Thunder,,Phoenix Suns,,,,,,Footprint Center,
1244,70.0,2025-04-09,10:00PM,Denver Nuggets,,Sacramento Kings,,,,,,Golden 1 Center,
1245,71.0,2025-04-09,10:30PM,Houston Rockets,,Los Angeles Clippers,,,,,,Intuit Dome,
1246,72.0,2025-04-10,7:00PM,New York Knicks,,Detroit Pistons,,,,,,Little Caesars Arena,
1247,73.0,2025-04-10,7:00PM,Cleveland Cavaliers,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
1248,74.0,2025-04-10,7:30PM,Atlanta Hawks,,Brooklyn Nets,,,,,,Barclays Center,
1249,75.0,2025-04-10,9:30PM,Minnesota Timberwolves,,Memphis Grizzlies,,,,,,FedEx Forum,
1250,76.0,2025-04-11,7:00PM,Milwaukee Bucks,,Detroit Pistons,,,,,,Little Caesars Arena,
1252,78.0,2025-04-11,7:00PM,Orlando Magic,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
1253,79.0,2025-04-11,7:00PM,Atlanta Hawks,,Philadelphia 76ers,,,,,,Wells Fargo Center,
1254,80.0,2025-04-11,7:30PM,Charlotte Hornets,,Boston Celtics,,,,,,TD Garden,
1255,81.0,2025-04-11,7:30PM,Cleveland Cavaliers,,New York Knicks,,,,,,Madison Square Garden (IV),
1256,82.0,2025-04-11,8:00PM,Washington Wizards,,Chicago Bulls,,,,,,United Center,
1257,83.0,2025-04-11,8:00PM,Miami Heat,,New Orleans Pelicans,,,,,,Smoothie King Center,
1258,84.0,2025-04-11,8:30PM,Toronto Raptors,,Dallas Mavericks,,,,,,American Airlines Center,
1259,85.0,2025-04-11,9:00PM,Memphis Grizzlies,,Denver Nuggets,,,,,,Ball Arena,
1260,86.0,2025-04-11,9:00PM,Brooklyn Nets,,Minnesota Timberwolves,,,,,,Target Center,
1261,87.0,2025-04-11,9:30PM,Oklahoma City Thunder,,Utah Jazz,,,,,,Delta Center,
1262,88.0,2025-04-11,10:00PM,San Antonio Spurs,,Phoenix Suns,,,,,,Footprint Center,
1263,89.0,2025-04-11,10:00PM,Golden State Warriors,,Portland Trail Blazers,,,,,,Moda Center,
1264,90.0,2025-04-11,10:00PM,Los Angeles Clippers,,Sacramento Kings,,,,,,Golden 1 Center,
1265,91.0,2025-04-11,10:30PM,Houston Rockets,,Los Angeles Lakers,,,,,,Crypto.com Arena,
1266,92.0,2025-04-13,1:00PM,Orlando Magic,,Atlanta Hawks,,,,,,State Farm Arena,
1267,93.0,2025-04-13,1:00PM,Charlotte Hornets,,Boston Celtics,,,,,,TD Garden,
