,Unnamed: 0,Date,time,away_team,PTS,home_team,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
479,174.0,2024-12-28,8:30PM,Phoenix Suns,105,Golden State Warriors,109,Box Score,,18064,2:18,Chase Center,
480,175.0,2024-12-28,9:00PM,Detroit Pistons,121,Denver Nuggets,134,Box Score,,19876,2:19,Ball Arena,
481,176.0,2024-12-28,9:30PM,Philadelphia 76ers,114,Utah Jazz,111,Box Score,,18175,2:31,Delta Center,
482,177.0,2024-12-28,10:00PM,Dallas Mavericks,122,Portland Trail Blazers,126,Box Score,,19335,2:17,Moda Center,
483,178.0,2024-12-28,10:30PM,Sacramento Kings,122,Los Angeles Lakers,132,Box Score,,18997,2:15,Crypto.com Arena,
484,179.0,2024-12-29,3:30PM,Brooklyn Nets,101,Orlando Magic,102,Box Score,,19397,2:26,Kia Center,
485,180.0,2024-12-29,6:00PM,Indiana Pacers,123,Boston Celtics,114,Box Score,,19156,2:13,TD Garden,
487,182.0,2024-12-29,6:00PM,Atlanta Hawks,136,Toronto Raptors,107,Box Score,,19359,2:18,Scotiabank Arena,
488,183.0,2024-12-29,7:00PM,Miami Heat,104,Houston Rockets,100,Box Score,,18055,2:19,Toyota Center,
489,184.0,2024-12-29,7:00PM,Memphis Grizzlies,106,Oklahoma City Thunder,130,Box Score,,18203,2:08,Paycom Center,
490,185.0,2024-12-29,9:00PM,San Antonio Spurs,110,Minnesota Timberwolves,112,Box Score,,18978,2:20,Target Center,
491,186.0,2024-12-30,7:00PM,Chicago Bulls,115,Charlotte Hornets,108,Box Score,OT,19197,2:24,Spectrum Center,
492,187.0,2024-12-30,7:00PM,New York Knicks,126,Washington Wizards,106,Box Score,,20385,2:10,Capital One Arena,
493,188.0,2024-12-30,8:00PM,Los Angeles Clippers,116,New Orleans Pelicans,113,Box Score,,17303,2:27,Smoothie King Center,
494,189.0,2024-12-30,9:00PM,Denver Nuggets,132,Utah Jazz,121,Box Score,,18175,2:06,Delta Center,
495,190.0,2024-12-30,10:00PM,Cleveland Cavaliers,113,Golden State Warriors,95,Box Score,,18064,2:10,Chase Center,
496,191.0,2024-12-30,10:00PM,Philadelphia 76ers,125,Portland Trail Blazers,103,Box Score,,16721,2:27,Moda Center,
497,192.0,2024-12-30,10:00PM,Dallas Mavericks,100,Sacramento Kings,110,Box Score,,,2:19,Golden 1 Center,
498,193.0,2024-12-31,3:00PM,Toronto Raptors,71,Boston Celtics,125,Box Score,,19156,1:59,TD Garden,
499,194.0,2024-12-31,3:00PM,Milwaukee Bucks,120,Indiana Pacers,112,Box Score,,17274,2:24,Gainbridge Fieldhouse,
500,195.0,2024-12-31,7:00PM,Los Angeles Clippers,86,San Antonio Spurs,122,Box Score,,18690,2:03,Frost Bank Center,
501,196.0,2024-12-31,8:00PM,Minnesota Timberwolves,105,Oklahoma City Thunder,113,Box Score,,18203,2:09,Paycom Center,
502,197.0,2024-12-31,9:00PM,Cleveland Cavaliers,122,Los Angeles Lakers,110,Box Score,,18997,2:03,Crypto.com Arena,
503,198.0,2024-12-31,9:00PM,Memphis Grizzlies,117,Phoenix Suns,112,Box Score,,17071,2:27,Footprint Center,
505,0.0,2025-01-01,7:00PM,Orlando Magic,96,Detroit Pistons,105,Box Score,,19399,2:17,Little Caesars Arena,
506,1.0,2025-01-01,7:00PM,Chicago Bulls,107,Washington Wizards,125,Box Score,,16298,2:12,Capital One Arena,
507,2.0,2025-01-01,7:30PM,New Orleans Pelicans,108,Miami Heat,119,Box Score,,20013,2:10,Kaseya Center,
508,3.0,2025-01-01,7:30PM,Utah Jazz,103,New York Knicks,119,Box Score,,19812,2:06,Madison Square Garden (IV),
509,4.0,2025-01-01,7:30PM,Brooklyn Nets,113,Toronto Raptors,130,Box Score,,19104,2:10,Scotiabank Arena,
510,5.0,2025-01-01,8:00PM,Dallas Mavericks,99,Houston Rockets,110,Box Score,,18055,2:17,Toyota Center,
511,6.0,2025-01-01,9:00PM,Atlanta Hawks,120,Denver Nuggets,139,Box Score,,19902,2:08,Ball Arena,
512,7.0,2025-01-01,10:00PM,Philadelphia 76ers,107,Sacramento Kings,113,Box Score,,16024,2:18,Golden 1 Center,
513,8.0,2025-01-02,7:30PM,Indiana Pacers,128,Miami Heat,115,Box Score,,19959,2:05,Kaseya Center,
514,9.0,2025-01-02,7:30PM,Boston Celtics,118,Minnesota Timberwolves,115,Box Score,,18978,2:11,Target Center,
515,10.0,2025-01-02,8:00PM,Brooklyn Nets,113,Milwaukee Bucks,110,Box Score,,17341,2:27,Fiserv Forum,
516,11.0,2025-01-02,8:00PM,Los Angeles Clippers,98,Oklahoma City Thunder,116,Box Score,,18203,2:04,Paycom Center,
517,12.0,2025-01-02,10:00PM,Philadelphia 76ers,105,Golden State Warriors,139,Box Score,,18064,2:16,Chase Center,
518,13.0,2025-01-02,10:30PM,Portland Trail Blazers,106,Los Angeles Lakers,114,Box Score,,17812,2:09,Crypto.com Arena,
519,14.0,2025-01-03,7:00PM,Charlotte Hornets,94,Detroit Pistons,98,Box Score,,18866,2:22,Little Caesars Arena,
520,15.0,2025-01-03,7:30PM,Orlando Magic,106,Toronto Raptors,97,Box Score,,19278,2:07,Scotiabank Arena,
521,16.0,2025-01-03,8:00PM,Boston Celtics,109,Houston Rockets,86,Box Score,,18055,2:01,Toyota Center,
522,17.0,2025-01-03,8:00PM,Washington Wizards,120,New Orleans Pelicans,132,Box Score,,17307,2:17,Smoothie King Center,
523,18.0,2025-01-03,8:00PM,New York Knicks,107,Oklahoma City Thunder,117,Box Score,,,2:13,Paycom Center,
524,19.0,2025-01-03,8:30PM,Cleveland Cavaliers,134,Dallas Mavericks,122,Box Score,,20231,2:10,American Airlines Center,
525,20.0,2025-01-03,9:00PM,San Antonio Spurs,113,Denver Nuggets,110,Box Score,,19922,2:02,Ball Arena,
526,21.0,2025-01-03,10:00PM,Memphis Grizzlies,133,Sacramento Kings,138,Box Score,,16601,2:25,Golden 1 Center,
527,22.0,2025-01-03,10:30PM,Atlanta Hawks,102,Los Angeles Lakers,119,Box Score,,18997,2:10,Crypto.com Arena,
528,23.0,2025-01-04,6:00PM,Philadelphia 76ers,123,Brooklyn Nets,94,Box Score,,17926,2:16,Barclays Center,
529,24.0,2025-01-04,7:00PM,Minnesota Timberwolves,105,Detroit Pistons,119,Box Score,,20062,2:14,Little Caesars Arena,
531,26.0,2025-01-04,7:00PM,Phoenix Suns,108,Indiana Pacers,126,Box Score,,17274,2:07,Gainbridge Fieldhouse,
532,27.0,2025-01-04,8:00PM,New York Knicks,126,Chicago Bulls,139,Box Score,,22491,2:23,United Center,
533,28.0,2025-01-04,8:00PM,Utah Jazz,136,Miami Heat,100,Box Score,,19934,2:07,Kaseya Center,
534,29.0,2025-01-04,8:00PM,Portland Trail Blazers,105,Milwaukee Bucks,102,Box Score,,17595,2:01,Fiserv Forum,
535,30.0,2025-01-04,8:00PM,Denver Nuggets,122,San Antonio Spurs,111,Box Score,OT,19038,2:31,Frost Bank Center,
536,31.0,2025-01-04,8:30PM,Memphis Grizzlies,113,Golden State Warriors,121,Box Score,,18064,2:18,Chase Center,
537,32.0,2025-01-04,10:30PM,Atlanta Hawks,105,Los Angeles Clippers,131,Box Score,,17927,2:02,Intuit Dome,
538,33.0,2025-01-05,3:30PM,Boston Celtics,92,Oklahoma City Thunder,105,Box Score,,18203,2:08,Paycom Center,
539,34.0,2025-01-05,6:00PM,Charlotte Hornets,105,Cleveland Cavaliers,115,Box Score,,19432,2:06,Rocket Mortgage Fieldhouse,
540,35.0,2025-01-05,6:00PM,New Orleans Pelicans,110,Washington Wizards,98,Box Score,,15451,2:08,Capital One Arena,
541,36.0,2025-01-05,6:30PM,Utah Jazz,105,Orlando Magic,92,Box Score,,19198,2:03,Kia Center,
542,37.0,2025-01-05,7:00PM,Los Angeles Lakers,115,Houston Rockets,119,Box Score,,18055,2:16,Toyota Center,
543,38.0,2025-01-05,8:30PM,Sacramento Kings,129,Golden State Warriors,99,Box Score,,18064,2:08,Chase Center,
544,39.0,2025-01-06,7:00PM,Portland Trail Blazers,115,Detroit Pistons,118,Box Score,,16002,2:09,Little Caesars Arena,
545,40.0,2025-01-06,7:00PM,Phoenix Suns,109,Philadelphia 76ers,99,Box Score,,19791,2:16,Wells Fargo Center,
546,41.0,2025-01-06,7:30PM,Indiana Pacers,113,Brooklyn Nets,99,Box Score,,16088,2:12,Barclays Center,
547,42.0,2025-01-06,7:30PM,Orlando Magic,103,New York Knicks,94,Box Score,,19812,2:16,Madison Square Garden (IV),
548,43.0,2025-01-06,7:30PM,Milwaukee Bucks,128,Toronto Raptors,104,Box Score,,17829,2:05,Scotiabank Arena,
549,44.0,2025-01-06,8:00PM,San Antonio Spurs,110,Chicago Bulls,114,Box Score,,18886,2:13,United Center,
550,45.0,2025-01-06,8:00PM,Dallas Mavericks,104,Memphis Grizzlies,119,Box Score,,16412,2:12,FedEx Forum,
551,46.0,2025-01-06,8:00PM,Los Angeles Clippers,106,Minnesota Timberwolves,108,Box Score,,18978,2:17,Target Center,
552,47.0,2025-01-06,10:00PM,Miami Heat,118,Sacramento Kings,123,Box Score,2OT,17832,2:43,Golden 1 Center,
553,48.0,2025-01-07,7:00PM,Phoenix Suns,104,Charlotte Hornets,115,Box Score,,16647,2:16,Spectrum Center,
554,49.0,2025-01-07,7:00PM,Houston Rockets,135,Washington Wizards,112,Box Score,,12930,2:05,Capital One Arena,
555,50.0,2025-01-07,7:30PM,Los Angeles Lakers,97,Dallas Mavericks,118,Box Score,,20126,2:09,American Airlines Center,
557,52.0,2025-01-07,8:00PM,Minnesota Timberwolves,104,New Orleans Pelicans,97,Box Score,,16282,2:18,Smoothie King Center,
558,53.0,2025-01-07,9:00PM,Atlanta Hawks,124,Utah Jazz,121,Box Score,,18175,2:18,Delta Center,
559,54.0,2025-01-07,10:00PM,Boston Celtics,118,Denver Nuggets,106,Box Score,,19904,2:16,Ball Arena,
560,55.0,2025-01-07,10:00PM,Miami Heat,114,Golden State Warriors,98,Box Score,,18064,2:01,Chase Center,
561,56.0,2025-01-08,7:00PM,Oklahoma City Thunder,122,Cleveland Cavaliers,129,Box Score,,19432,2:19,Rocket Mortgage Fieldhouse,
562,57.0,2025-01-08,7:00PM,Chicago Bulls,113,Indiana Pacers,129,Box Score,,16758,2:15,Gainbridge Fieldhouse,
563,58.0,2025-01-08,7:00PM,Washington Wizards,103,Philadelphia 76ers,109,Box Score,,19762,2:18,Wells Fargo Center,
564,59.0,2025-01-08,7:30PM,Detroit Pistons,113,Brooklyn Nets,98,Box Score,,16098,2:07,Barclays Center,
565,60.0,2025-01-08,7:30PM,Toronto Raptors,98,New York Knicks,112,Box Score,,19812,2:11,Madison Square Garden (IV),
566,61.0,2025-01-08,8:00PM,Portland Trail Blazers,119,New Orleans Pelicans,100,Box Score,,16425,1:58,Smoothie King Center,
567,62.0,2025-01-08,9:00PM,Los Angeles Clippers,103,Denver Nuggets,126,Box Score,,19711,2:11,Ball Arena,
568,63.0,2025-01-08,9:30PM,San Antonio Spurs,105,Milwaukee Bucks,121,Box Score,,17341,2:10,Fiserv Forum,
569,64.0,2025-01-09,7:00PM,Toronto Raptors,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
570,65.0,2025-01-09,7:00PM,Golden State Warriors,,Detroit Pistons,,,,,,Little Caesars Arena,
571,66.0,2025-01-09,7:00PM,Minnesota Timberwolves,,Orlando Magic,,,,,,Kia Center,
572,67.0,2025-01-09,8:00PM,Houston Rockets,,Memphis Grizzlies,,,,,,FedEx Forum,
573,68.0,2025-01-09,8:30PM,Portland Trail Blazers,,Dallas Mavericks,,,,,,American Airlines Center,
574,69.0,2025-01-09,9:00PM,Atlanta Hawks,,Phoenix Suns,,,,,,Footprint Center,
575,70.0,2025-01-09,9:00PM,Miami Heat,,Utah Jazz,,,,,,Delta Center,
576,71.0,2025-01-09,10:30PM,Charlotte Hornets,,Los Angeles Lakers,,,,,,Crypto.com Arena,
577,72.0,2025-01-10,7:00PM,Golden State Warriors,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
578,73.0,2025-01-10,7:00PM,Milwaukee Bucks,,Orlando Magic,,,,,,Kia Center,
579,74.0,2025-01-10,7:00PM,New Orleans Pelicans,,Philadelphia 76ers,,,,,,Wells Fargo Center,
580,75.0,2025-01-10,7:30PM,Sacramento Kings,,Boston Celtics,,,,,,TD Garden,
581,76.0,2025-01-10,7:30PM,Oklahoma City Thunder,,New York Knicks,,,,,,Madison Square Garden (IV),
583,78.0,2025-01-10,8:00PM,Washington Wizards,,Chicago Bulls,,,,,,United Center,
584,79.0,2025-01-10,9:00PM,Brooklyn Nets,,Denver Nuggets,,,,,,Ball Arena,
585,80.0,2025-01-11,3:00PM,Houston Rockets,,Atlanta Hawks,,,,,,State Farm Arena,
586,81.0,2025-01-11,5:00PM,Utah Jazz,,Phoenix Suns,,,,,,Footprint Center,
587,82.0,2025-01-11,7:00PM,Toronto Raptors,,Detroit Pistons,,,,,,Little Caesars Arena,
588,83.0,2025-01-11,8:00PM,Memphis Grizzlies,,Minnesota Timberwolves,,,,,,Target Center,
589,84.0,2025-01-11,10:00PM,Miami Heat,,Portland Trail Blazers,,,,,,Moda Center,
590,85.0,2025-01-11,10:30PM,Charlotte Hornets,,Los Angeles Clippers,,,,,,Intuit Dome,
591,86.0,2025-01-11,10:30PM,San Antonio Spurs,,Los Angeles Lakers,,,,,,Crypto.com Arena,
592,87.0,2025-01-12,3:00PM,Denver Nuggets,,Dallas Mavericks,,,,,,American Airlines Center,
593,88.0,2025-01-12,3:00PM,Milwaukee Bucks,,New York Knicks,,,,,,Madison Square Garden (IV),
594,89.0,2025-01-12,3:30PM,Sacramento Kings,,Chicago Bulls,,,,,,United Center,
595,90.0,2025-01-12,6:00PM,New Orleans Pelicans,,Boston Celtics,,,,,,TD Garden,
596,91.0,2025-01-12,6:00PM,Indiana Pacers,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
597,92.0,2025-01-12,6:00PM,Philadelphia 76ers,,Orlando Magic,,,,,,Kia Center,
598,93.0,2025-01-12,6:00PM,Oklahoma City Thunder,,Washington Wizards,,,,,,Capital One Arena,
599,94.0,2025-01-12,8:00PM,Brooklyn Nets,,Utah Jazz,,,,,,Delta Center,
600,95.0,2025-01-12,9:00PM,Charlotte Hornets,,Phoenix Suns,,,,,,Footprint Center,
601,96.0,2025-01-13,7:00PM,Minnesota Timberwolves,,Washington Wizards,,,,,,Capital One Arena,
602,97.0,2025-01-13,7:30PM,Detroit Pistons,,New York Knicks,,,,,,Madison Square Garden (IV),
603,98.0,2025-01-13,7:30PM,Golden State Warriors,,Toronto Raptors,,,,,,Scotiabank Arena,
604,99.0,2025-01-13,8:00PM,Memphis Grizzlies,,Houston Rockets,,,,,,Toyota Center,
605,100.0,2025-01-13,10:30PM,Miami Heat,,Los Angeles Clippers,,,,,,Intuit Dome,
606,101.0,2025-01-13,10:30PM,San Antonio Spurs,,Los Angeles Lakers,,,,,,Crypto.com Arena,
607,102.0,2025-01-14,7:00PM,Cleveland Cavaliers,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
609,104.0,2025-01-14,7:00PM,Oklahoma City Thunder,,Philadelphia 76ers,,,,,,Wells Fargo Center,
610,105.0,2025-01-14,7:30PM,Phoenix Suns,,Atlanta Hawks,,,,,,State Farm Arena,
611,106.0,2025-01-14,8:00PM,New Orleans Pelicans,,Chicago Bulls,,,,,,United Center,
612,107.0,2025-01-14,8:00PM,Sacramento Kings,,Milwaukee Bucks,,,,,,Fiserv Forum,
613,108.0,2025-01-14,9:30PM,Denver Nuggets,,Dallas Mavericks,,,,,,American Airlines Center,
614,109.0,2025-01-14,10:00PM,Brooklyn Nets,,Portland Trail Blazers,,,,,,Moda Center,
615,110.0,2025-01-15,7:30PM,New York Knicks,,Philadelphia 76ers,,,,,,Wells Fargo Center,
616,111.0,2025-01-15,7:30PM,Boston Celtics,,Toronto Raptors,,,,,,Scotiabank Arena,
617,112.0,2025-01-15,8:00PM,Atlanta Hawks,,Chicago Bulls,,,,,,United Center,
618,113.0,2025-01-15,8:00PM,Orlando Magic,,Milwaukee Bucks,,,,,,Fiserv Forum,
619,114.0,2025-01-15,8:00PM,Golden State Warriors,,Minnesota Timberwolves,,,,,,Target Center,
620,115.0,2025-01-15,8:00PM,Dallas Mavericks,,New Orleans Pelicans,,,,,,Smoothie King Center,
621,116.0,2025-01-15,8:00PM,Memphis Grizzlies,,San Antonio Spurs,,,,,,Frost Bank Center,
622,117.0,2025-01-15,9:00PM,Houston Rockets,,Denver Nuggets,,,,,,Ball Arena,
623,118.0,2025-01-15,9:00PM,Charlotte Hornets,,Utah Jazz,,,,,,Delta Center,
624,119.0,2025-01-15,10:00PM,Miami Heat,,Los Angeles Lakers,,,,,,Crypto.com Arena,
625,120.0,2025-01-15,10:30PM,Brooklyn Nets,,Los Angeles Clippers,,,,,,Intuit Dome,
626,121.0,2025-01-16,7:00PM,Indiana Pacers,,Detroit Pistons,,,,,,Little Caesars Arena,
627,122.0,2025-01-16,7:00PM,Phoenix Suns,,Washington Wizards,,,,,,Capital One Arena,
628,123.0,2025-01-16,7:30PM,Cleveland Cavaliers,,Oklahoma City Thunder,,,,,,Paycom Center,
629,124.0,2025-01-16,10:00PM,Los Angeles Clippers,,Portland Trail Blazers,,,,,,Moda Center,
630,125.0,2025-01-16,10:00PM,Houston Rockets,,Sacramento Kings,,,,,,Golden 1 Center,
631,126.0,2025-01-17,7:00PM,Orlando Magic,,Boston Celtics,,,,,,TD Garden,
632,127.0,2025-01-17,7:30PM,Minnesota Timberwolves,,New York Knicks,,,,,,Madison Square Garden (IV),
633,128.0,2025-01-17,8:00PM,Charlotte Hornets,,Chicago Bulls,,,,,,United Center,
635,130.0,2025-01-17,8:00PM,Denver Nuggets,,Miami Heat,,,,,,Kaseya Center,
636,131.0,2025-01-17,8:00PM,Toronto Raptors,,Milwaukee Bucks,,,,,,Fiserv Forum,
637,132.0,2025-01-17,8:00PM,Utah Jazz,,New Orleans Pelicans,,,,,,Smoothie King Center,
638,133.0,2025-01-17,8:30PM,Oklahoma City Thunder,,Dallas Mavericks,,,,,,American Airlines Center,
639,134.0,2025-01-17,9:30PM,Memphis Grizzlies,,San Antonio Spurs,,,,,,Frost Bank Center,
640,135.0,2025-01-17,10:30PM,Brooklyn Nets,,Los Angeles Lakers,,,,,,Crypto.com Arena,
641,136.0,2025-01-18,5:00PM,Phoenix Suns,,Detroit Pistons,,,,,,Little Caesars Arena,
642,137.0,2025-01-18,7:00PM,Atlanta Hawks,,Boston Celtics,,,,,,TD Garden,
643,138.0,2025-01-18,7:00PM,Philadelphia 76ers,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
644,139.0,2025-01-18,8:30PM,Washington Wizards,,Golden State Warriors,,,,,,Chase Center,
645,140.0,2025-01-18,9:00PM,Cleveland Cavaliers,,Minnesota Timberwolves,,,,,,Target Center,
646,141.0,2025-01-18,10:00PM,Houston Rockets,,Portland Trail Blazers,,,,,,Moda Center,
647,142.0,2025-01-19,3:00PM,San Antonio Spurs,,Miami Heat,,,,,,Kaseya Center,
648,143.0,2025-01-19,6:00PM,Denver Nuggets,,Orlando Magic,,,,,,Kia Center,
649,144.0,2025-01-19,7:00PM,Philadelphia 76ers,,Milwaukee Bucks,,,,,,Fiserv Forum,
650,145.0,2025-01-19,7:00PM,Brooklyn Nets,,Oklahoma City Thunder,,,,,,Paycom Center,
651,146.0,2025-01-19,9:00PM,Los Angeles Lakers,,Los Angeles Clippers,,,,,,Intuit Dome,
652,147.0,2025-01-19,9:00PM,Chicago Bulls,,Portland Trail Blazers,,,,,,Moda Center,
653,148.0,2025-01-19,9:00PM,Washington Wizards,,Sacramento Kings,,,,,,Golden 1 Center,
654,149.0,2025-01-20,12:00PM,Dallas Mavericks,,Charlotte Hornets,,,,,,Spectrum Center,
655,150.0,2025-01-20,2:00PM,Detroit Pistons,,Houston Rockets,,,,,,Toyota Center,
656,151.0,2025-01-20,2:30PM,Minnesota Timberwolves,,Memphis Grizzlies,,,,,,FedEx Forum,
657,152.0,2025-01-20,3:00PM,Atlanta Hawks,,New York Knicks,,,,,,Madison Square Garden (IV),
658,153.0,2025-01-20,3:30PM,Phoenix Suns,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
659,154.0,2025-01-20,5:00PM,Boston Celtics,,Golden State Warriors,,,,,,Chase Center,
661,156.0,2025-01-20,8:00PM,Utah Jazz,,New Orleans Pelicans,,,,,,Smoothie King Center,
662,157.0,2025-01-21,7:30PM,New York Knicks,,Brooklyn Nets,,,,,,Barclays Center,
663,158.0,2025-01-21,7:30PM,Portland Trail Blazers,,Miami Heat,,,,,,Kaseya Center,
664,159.0,2025-01-21,7:30PM,Orlando Magic,,Toronto Raptors,,,,,,Scotiabank Arena,
665,160.0,2025-01-21,10:00PM,Philadelphia 76ers,,Denver Nuggets,,,,,,Ball Arena,
666,161.0,2025-01-21,10:30PM,Chicago Bulls,,Los Angeles Clippers,,,,,,Intuit Dome,
667,162.0,2025-01-21,10:30PM,Washington Wizards,,Los Angeles Lakers,,,,,,Crypto.com Arena,
668,163.0,2025-01-22,7:30PM,Detroit Pistons,,Atlanta Hawks,,,,,,State Farm Arena,
669,164.0,2025-01-22,7:30PM,Phoenix Suns,,Brooklyn Nets,,,,,,Barclays Center,
670,165.0,2025-01-22,7:30PM,Minnesota Timberwolves,,Dallas Mavericks,,,,,,American Airlines Center,
671,166.0,2025-01-22,8:00PM,Cleveland Cavaliers,,Houston Rockets,,,,,,Toyota Center,
672,167.0,2025-01-22,8:00PM,Charlotte Hornets,,Memphis Grizzlies,,,,,,FedEx Forum,
673,168.0,2025-01-22,8:00PM,Milwaukee Bucks,,New Orleans Pelicans,,,,,,Smoothie King Center,
674,169.0,2025-01-22,8:00PM,Utah Jazz,,Oklahoma City Thunder,,,,,,Paycom Center,
675,170.0,2025-01-22,10:00PM,Golden State Warriors,,Sacramento Kings,,,,,,Golden 1 Center,
676,171.0,2025-01-22,10:30PM,Boston Celtics,,Los Angeles Clippers,,,,,,Intuit Dome,
677,172.0,2025-01-23,2:00PM,San Antonio Spurs,,Indiana Pacers,,,,,,AccorHotels Arena,
678,173.0,2025-01-23,7:00PM,Portland Trail Blazers,,Orlando Magic,,,,,,Kia Center,
679,174.0,2025-01-23,7:30PM,Toronto Raptors,,Atlanta Hawks,,,,,,State Farm Arena,
680,175.0,2025-01-23,7:30PM,Miami Heat,,Milwaukee Bucks,,,,,,Fiserv Forum,
681,176.0,2025-01-23,8:00PM,Dallas Mavericks,,Oklahoma City Thunder,,,,,,Paycom Center,
682,177.0,2025-01-23,9:00PM,Sacramento Kings,,Denver Nuggets,,,,,,Ball Arena,
683,178.0,2025-01-23,9:00PM,Washington Wizards,,Utah Jazz,,,,,,Delta Center,
684,179.0,2025-01-23,10:00PM,Chicago Bulls,,Golden State Warriors,,,,,,Chase Center,
685,180.0,2025-01-23,10:00PM,Boston Celtics,,Los Angeles Lakers,,,,,,Crypto.com Arena,
687,182.0,2025-01-24,7:00PM,Portland Trail Blazers,,Charlotte Hornets,,,,,,Spectrum Center,
688,183.0,2025-01-24,7:00PM,Cleveland Cavaliers,,Philadelphia 76ers,,,,,,Wells Fargo Center,
689,184.0,2025-01-24,8:00PM,New Orleans Pelicans,,Memphis Grizzlies,,,,,,FedEx Forum,
690,185.0,2025-01-25,12:00PM,Indiana Pacers,,San Antonio Spurs,,,,,,AccorHotels Arena,
691,186.0,2025-01-25,3:00PM,Denver Nuggets,,Minnesota Timberwolves,,,,,,Target Center,
692,187.0,2025-01-25,5:30PM,Boston Celtics,,Dallas Mavericks,,,,,,American Airlines Center,
693,188.0,2025-01-25,6:00PM,Miami Heat,,Brooklyn Nets,,,,,,Barclays Center,
694,189.0,2025-01-25,7:00PM,New Orleans Pelicans,,Charlotte Hornets,,,,,,Spectrum Center,
695,190.0,2025-01-25,7:00PM,Detroit Pistons,,Orlando Magic,,,,,,Kia Center,
696,191.0,2025-01-25,7:30PM,Toronto Raptors,,Atlanta Hawks,,,,,,State Farm Arena,
697,192.0,2025-01-25,7:30PM,Houston Rockets,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
698,193.0,2025-01-25,7:30PM,Sacramento Kings,,New York Knicks,,,,,,Madison Square Garden (IV),
699,194.0,2025-01-25,8:00PM,Philadelphia 76ers,,Chicago Bulls,,,,,,United Center,
700,195.0,2025-01-25,8:00PM,Utah Jazz,,Memphis Grizzlies,,,,,,FedEx Forum,
701,196.0,2025-01-25,8:30PM,Los Angeles Lakers,,Golden State Warriors,,,,,,Chase Center,
702,197.0,2025-01-25,9:00PM,Washington Wizards,,Phoenix Suns,,,,,,Footprint Center,
703,198.0,2025-01-25,10:30PM,Milwaukee Bucks,,Los Angeles Clippers,,,,,,Intuit Dome,
704,199.0,2025-01-26,6:00PM,Oklahoma City Thunder,,Portland Trail Blazers,,,,,,Moda Center,
705,200.0,2025-01-27,7:00PM,Los Angeles Lakers,,Charlotte Hornets,,,,,,Spectrum Center,
706,201.0,2025-01-27,7:00PM,Detroit Pistons,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,
707,202.0,2025-01-27,7:30PM,Houston Rockets,,Boston Celtics,,,,,,TD Garden,
708,203.0,2025-01-27,7:30PM,Sacramento Kings,,Brooklyn Nets,,,,,,Barclays Center,
709,204.0,2025-01-27,7:30PM,Orlando Magic,,Miami Heat,,,,,,Kaseya Center,
710,205.0,2025-01-27,7:30PM,Memphis Grizzlies,,New York Knicks,,,,,,Madison Square Garden (IV),
711,206.0,2025-01-27,7:30PM,New Orleans Pelicans,,Toronto Raptors,,,,,,Scotiabank Arena,
713,208.0,2025-01-27,8:00PM,Denver Nuggets,,Chicago Bulls,,,,,,United Center,
714,209.0,2025-01-27,8:00PM,Atlanta Hawks,,Minnesota Timberwolves,,,,,,Target Center,
715,210.0,2025-01-27,8:30PM,Washington Wizards,,Dallas Mavericks,,,,,,American Airlines Center,
716,211.0,2025-01-27,9:00PM,Milwaukee Bucks,,Utah Jazz,,,,,,Delta Center,
717,212.0,2025-01-27,9:30PM,Los Angeles Clippers,,Phoenix Suns,,,,,,Footprint Center,
718,213.0,2025-01-28,7:30PM,Los Angeles Lakers,,Philadelphia 76ers,,,,,,Wells Fargo Center,
719,214.0,2025-01-28,10:00PM,Utah Jazz,,Golden State Warriors,,,,,,Chase Center,
720,215.0,2025-01-28,10:00PM,Milwaukee Bucks,,Portland Trail Blazers,,,,,,Moda Center,
721,216.0,2025-01-29,7:00PM,Brooklyn Nets,,Charlotte Hornets,,,,,,Spectrum Center,
722,217.0,2025-01-29,7:00PM,Detroit Pistons,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,
723,218.0,2025-01-29,7:00PM,Toronto Raptors,,Washington Wizards,,,,,,Capital One Arena,
724,219.0,2025-01-29,7:30PM,Chicago Bulls,,Boston Celtics,,,,,,TD Garden,
725,220.0,2025-01-29,7:30PM,Cleveland Cavaliers,,Miami Heat,,,,,,Kaseya Center,
726,221.0,2025-01-29,7:30PM,Denver Nuggets,,New York Knicks,,,,,,Madison Square Garden (IV),
727,222.0,2025-01-29,7:30PM,Sacramento Kings,,Philadelphia 76ers,,,,,,Wells Fargo Center,
728,223.0,2025-01-29,8:00PM,Dallas Mavericks,,New Orleans Pelicans,,,,,,Smoothie King Center,
729,224.0,2025-01-29,8:00PM,Los Angeles Clippers,,San Antonio Spurs,,,,,,Frost Bank Center,
730,225.0,2025-01-29,9:00PM,Minnesota Timberwolves,,Phoenix Suns,,,,,,Footprint Center,
