,Date,time,home_team,away_team
361,2025-04-23,07:40PM,HOU:Houston Astros,TOR:Toronto Blue Jays
362,2025-04-23,07:40PM,KCR:Kansas City Royals,COL:Colorado Rockies
363,2025-04-23,07:40PM,MIN:Minnesota Twins,CHW:Chicago White Sox
364,2025-04-23,09:38PM,LAA:Los Angeles Angels,PIT:Pittsburgh Pirates
365,2025-04-23,09:40PM,ARI:Arizona D'Backs,TBR:Tampa Bay Rays
366,2025-04-23,09:45PM,SFG:San Francisco Giants,MIL:Milwaukee Brewers
367,2025-04-23,10:05PM,ATH:Athletics,TEX:Texas Rangers
353,2025-04-23,12:15PM,ATL:Atlanta Braves,STL:St. Louis Cardinals
368,2025-04-24,01:10PM,MIN:Minnesota Twins,CHW:Chicago White Sox
369,2025-04-24,01:35PM,BOS:Boston Red Sox,SEA:Seattle Mariners
370,2025-04-24,02:10PM,KCR:Kansas City Royals,COL:Colorado Rockies
371,2025-04-24,03:45PM,SFG:San Francisco Giants,MIL:Milwaukee Brewers
372,2025-04-24,06:45PM,WSN:Washington Nationals,BAL:Baltimore Orioles
373,2025-04-24,09:29PM,LAA:Los Angeles Angels,PIT:Pittsburgh Pirates
374,2025-04-24,09:40PM,ARI:Arizona D'Backs,TBR:Tampa Bay Rays
375,2025-04-24,10:05PM,ATH:Athletics,TEX:Texas Rangers
376,2025-04-25,02:20PM,CHC:Chicago Cubs,PHI:Philadelphia Phillies
377,2025-04-25,06:40PM,DET:Detroit Tigers,BAL:Baltimore Orioles
378,2025-04-25,06:45PM,WSN:Washington Nationals,NYM:New York Mets
379,2025-04-25,07:05PM,NYY:New York Yankees,TOR:Toronto Blue Jays
380,2025-04-25,07:10PM,CLE:Cleveland Guardians,BOS:Boston Red Sox
381,2025-04-25,07:40PM,KCR:Kansas City Royals,HOU:Houston Astros
382,2025-04-25,08:10PM,MIN:Minnesota Twins,LAA:Los Angeles Angels
383,2025-04-25,08:15PM,STL:St. Louis Cardinals,MIL:Milwaukee Brewers
384,2025-04-25,08:40PM,COL:Colorado Rockies,CIN:Cincinnati Reds
385,2025-04-25,09:40PM,ARI:Arizona D'Backs,ATL:Atlanta Braves
386,2025-04-25,09:40PM,SDP:San Diego Padres,TBR:Tampa Bay Rays
387,2025-04-25,09:40PM,SEA:Seattle Mariners,MIA:Miami Marlins
388,2025-04-25,10:05PM,ATH:Athletics,CHW:Chicago White Sox
389,2025-04-25,10:10PM,LAD:Los Angeles Dodgers,PIT:Pittsburgh Pirates
390,2025-04-25,10:15PM,SFG:San Francisco Giants,TEX:Texas Rangers
391,2025-04-26,01:05PM,NYY:New York Yankees,TOR:Toronto Blue Jays
392,2025-04-26,01:10PM,DET:Detroit Tigers,BAL:Baltimore Orioles
393,2025-04-26,02:10PM,MIN:Minnesota Twins,LAA:Los Angeles Angels
394,2025-04-26,02:15PM,STL:St. Louis Cardinals,MIL:Milwaukee Brewers
395,2025-04-26,03:10PM,COL:Colorado Rockies,CIN:Cincinnati Reds
396,2025-04-26,04:05PM,ATH:Athletics,CHW:Chicago White Sox
397,2025-04-26,04:05PM,CHC:Chicago Cubs,PHI:Philadelphia Phillies
398,2025-04-26,04:05PM,SFG:San Francisco Giants,TEX:Texas Rangers
399,2025-04-26,04:05PM,WSN:Washington Nationals,NYM:New York Mets
400,2025-04-26,06:10PM,CLE:Cleveland Guardians,BOS:Boston Red Sox
401,2025-04-26,07:10PM,KCR:Kansas City Royals,HOU:Houston Astros
402,2025-04-26,08:10PM,ARI:Arizona D'Backs,ATL:Atlanta Braves
403,2025-04-26,08:40PM,SDP:San Diego Padres,TBR:Tampa Bay Rays
404,2025-04-26,09:10PM,LAD:Los Angeles Dodgers,PIT:Pittsburgh Pirates
405,2025-04-26,09:40PM,SEA:Seattle Mariners,MIA:Miami Marlins
406,2025-04-27,01:35PM,NYY:New York Yankees,TOR:Toronto Blue Jays
407,2025-04-27,01:35PM,WSN:Washington Nationals,NYM:New York Mets
408,2025-04-27,01:40PM,CLE:Cleveland Guardians,BOS:Boston Red Sox
409,2025-04-27,01:40PM,DET:Detroit Tigers,BAL:Baltimore Orioles
410,2025-04-27,02:10PM,KCR:Kansas City Royals,HOU:Houston Astros
411,2025-04-27,02:10PM,MIN:Minnesota Twins,LAA:Los Angeles Angels
412,2025-04-27,02:15PM,STL:St. Louis Cardinals,MIL:Milwaukee Brewers
413,2025-04-27,03:10PM,COL:Colorado Rockies,CIN:Cincinnati Reds
414,2025-04-27,04:05PM,ATH:Athletics,CHW:Chicago White Sox
415,2025-04-27,04:05PM,SFG:San Francisco Giants,TEX:Texas Rangers
416,2025-04-27,04:10PM,ARI:Arizona D'Backs,ATL:Atlanta Braves
417,2025-04-27,04:10PM,LAD:Los Angeles Dodgers,PIT:Pittsburgh Pirates
418,2025-04-27,04:10PM,SDP:San Diego Padres,TBR:Tampa Bay Rays
419,2025-04-27,04:10PM,SEA:Seattle Mariners,MIA:Miami Marlins
420,2025-04-27,07:10PM,CHC:Chicago Cubs,PHI:Philadelphia Phillies
421,2025-04-28,04:05PM,WSN:Washington Nationals,NYM:New York Mets
422,2025-04-28,06:10PM,CLE:Cleveland Guardians,MIN:Minnesota Twins
423,2025-04-28,06:35PM,BAL:Baltimore Orioles,NYY:New York Yankees
424,2025-04-28,06:40PM,CIN:Cincinnati Reds,STL:St. Louis Cardinals
425,2025-04-28,08:05PM,TEX:Texas Rangers,ATH:Athletics
426,2025-04-28,08:10PM,HOU:Houston Astros,DET:Detroit Tigers
427,2025-04-28,08:40PM,COL:Colorado Rockies,ATL:Atlanta Braves
428,2025-04-28,10:10PM,LAD:Los Angeles Dodgers,MIA:Miami Marlins
429,2025-04-29,06:10PM,CLE:Cleveland Guardians,MIN:Minnesota Twins
430,2025-04-29,06:35PM,BAL:Baltimore Orioles,NYY:New York Yankees
431,2025-04-29,06:40PM,CIN:Cincinnati Reds,STL:St. Louis Cardinals
432,2025-04-29,06:40PM,PIT:Pittsburgh Pirates,CHC:Chicago Cubs
433,2025-04-29,06:45PM,PHI:Philadelphia Phillies,WSN:Washington Nationals
434,2025-04-29,07:05PM,TBR:Tampa Bay Rays,KCR:Kansas City Royals
435,2025-04-29,07:07PM,TOR:Toronto Blue Jays,BOS:Boston Red Sox
436,2025-04-29,07:10PM,NYM:New York Mets,ARI:Arizona D'Backs
437,2025-04-29,07:40PM,CHW:Chicago White Sox,MIL:Milwaukee Brewers
438,2025-04-29,08:05PM,TEX:Texas Rangers,ATH:Athletics
439,2025-04-29,08:10PM,HOU:Houston Astros,DET:Detroit Tigers
440,2025-04-29,08:40PM,COL:Colorado Rockies,ATL:Atlanta Braves
441,2025-04-29,09:40PM,SDP:San Diego Padres,SFG:San Francisco Giants
442,2025-04-29,09:40PM,SEA:Seattle Mariners,LAA:Los Angeles Angels
443,2025-04-29,10:10PM,LAD:Los Angeles Dodgers,MIA:Miami Marlins
444,2025-04-30,02:10PM,HOU:Houston Astros,DET:Detroit Tigers
445,2025-04-30,03:10PM,COL:Colorado Rockies,ATL:Atlanta Braves
446,2025-04-30,03:10PM,LAD:Los Angeles Dodgers,MIA:Miami Marlins
447,2025-04-30,04:10PM,SDP:San Diego Padres,SFG:San Francisco Giants
448,2025-04-30,04:10PM,SEA:Seattle Mariners,LAA:Los Angeles Angels
449,2025-04-30,06:10PM,CLE:Cleveland Guardians,MIN:Minnesota Twins
450,2025-04-30,06:35PM,BAL:Baltimore Orioles,NYY:New York Yankees
451,2025-04-30,06:40PM,CIN:Cincinnati Reds,STL:St. Louis Cardinals
452,2025-04-30,06:40PM,PIT:Pittsburgh Pirates,CHC:Chicago Cubs
453,2025-04-30,06:45PM,PHI:Philadelphia Phillies,WSN:Washington Nationals
454,2025-04-30,07:05PM,TBR:Tampa Bay Rays,KCR:Kansas City Royals
455,2025-04-30,07:07PM,TOR:Toronto Blue Jays,BOS:Boston Red Sox
456,2025-04-30,07:10PM,NYM:New York Mets,ARI:Arizona D'Backs
457,2025-04-30,07:40PM,CHW:Chicago White Sox,MIL:Milwaukee Brewers
458,2025-04-30,08:05PM,TEX:Texas Rangers,ATH:Athletics
461,2025-05-01,01:10PM,CLE:Cleveland Guardians,MIN:Minnesota Twins
462,2025-05-01,01:10PM,NYM:New York Mets,ARI:Arizona D'Backs
463,2025-05-01,01:10PM,TBR:Tampa Bay Rays,KCR:Kansas City Royals
464,2025-05-01,02:10PM,CHW:Chicago White Sox,MIL:Milwaukee Brewers
465,2025-05-01,02:35PM,TEX:Texas Rangers,ATH:Athletics
466,2025-05-01,06:45PM,PHI:Philadelphia Phillies,WSN:Washington Nationals
467,2025-05-01,07:07PM,TOR:Toronto Blue Jays,BOS:Boston Red Sox
468,2025-05-01,09:38PM,LAA:Los Angeles Angels,DET:Detroit Tigers
469,2025-05-01,09:45PM,SFG:San Francisco Giants,COL:Colorado Rockies
459,2025-05-01,12:35PM,PIT:Pittsburgh Pirates,CHC:Chicago Cubs
460,2025-05-01,12:40PM,CIN:Cincinnati Reds,STL:St. Louis Cardinals
470,2025-05-02,06:10PM,CIN:Cincinnati Reds,WSN:Washington Nationals
471,2025-05-02,06:40PM,PIT:Pittsburgh Pirates,SDP:San Diego Padres
472,2025-05-02,06:45PM,PHI:Philadelphia Phillies,ARI:Arizona D'Backs
473,2025-05-02,07:05PM,BAL:Baltimore Orioles,KCR:Kansas City Royals
474,2025-05-02,07:05PM,NYY:New York Yankees,TBR:Tampa Bay Rays
475,2025-05-02,07:07PM,TOR:Toronto Blue Jays,CLE:Cleveland Guardians
476,2025-05-02,07:10PM,BOS:Boston Red Sox,MIN:Minnesota Twins
477,2025-05-02,07:10PM,MIA:Miami Marlins,ATH:Athletics
478,2025-05-02,07:15PM,ATL:Atlanta Braves,LAD:Los Angeles Dodgers
479,2025-05-02,07:40PM,CHW:Chicago White Sox,HOU:Houston Astros
480,2025-05-02,08:05PM,TEX:Texas Rangers,SEA:Seattle Mariners
481,2025-05-02,08:10PM,MIL:Milwaukee Brewers,CHC:Chicago Cubs
482,2025-05-02,08:15PM,STL:St. Louis Cardinals,NYM:New York Mets
483,2025-05-02,09:38PM,LAA:Los Angeles Angels,DET:Detroit Tigers
484,2025-05-02,10:15PM,SFG:San Francisco Giants,COL:Colorado Rockies
485,2025-05-03,01:05PM,NYY:New York Yankees,TBR:Tampa Bay Rays
486,2025-05-03,02:10PM,CHW:Chicago White Sox,HOU:Houston Astros
487,2025-05-03,02:15PM,STL:St. Louis Cardinals,NYM:New York Mets
488,2025-05-03,03:07PM,TOR:Toronto Blue Jays,CLE:Cleveland Guardians
489,2025-05-03,04:05PM,PIT:Pittsburgh Pirates,SDP:San Diego Padres
490,2025-05-03,04:05PM,SFG:San Francisco Giants,COL:Colorado Rockies
491,2025-05-03,04:10PM,BOS:Boston Red Sox,MIN:Minnesota Twins
492,2025-05-03,04:10PM,MIA:Miami Marlins,ATH:Athletics
493,2025-05-03,06:05PM,PHI:Philadelphia Phillies,ARI:Arizona D'Backs
494,2025-05-03,06:40PM,CIN:Cincinnati Reds,WSN:Washington Nationals
495,2025-05-03,07:05PM,TEX:Texas Rangers,SEA:Seattle Mariners
496,2025-05-03,07:10PM,MIL:Milwaukee Brewers,CHC:Chicago Cubs
497,2025-05-03,07:15PM,ATL:Atlanta Braves,LAD:Los Angeles Dodgers
498,2025-05-03,07:15PM,BAL:Baltimore Orioles,KCR:Kansas City Royals
499,2025-05-03,09:38PM,LAA:Los Angeles Angels,DET:Detroit Tigers
500,2025-05-04,01:35PM,BAL:Baltimore Orioles,KCR:Kansas City Royals
501,2025-05-04,01:35PM,BOS:Boston Red Sox,MIN:Minnesota Twins
502,2025-05-04,01:35PM,NYY:New York Yankees,TBR:Tampa Bay Rays
503,2025-05-04,01:35PM,PIT:Pittsburgh Pirates,SDP:San Diego Padres
504,2025-05-04,01:37PM,TOR:Toronto Blue Jays,CLE:Cleveland Guardians
505,2025-05-04,01:40PM,MIA:Miami Marlins,ATH:Athletics
506,2025-05-04,02:05PM,PHI:Philadelphia Phillies,ARI:Arizona D'Backs
507,2025-05-04,02:10PM,CHW:Chicago White Sox,HOU:Houston Astros
508,2025-05-04,02:10PM,MIL:Milwaukee Brewers,CHC:Chicago Cubs
509,2025-05-04,02:15PM,STL:St. Louis Cardinals,NYM:New York Mets
510,2025-05-04,02:35PM,TEX:Texas Rangers,SEA:Seattle Mariners
511,2025-05-04,04:05PM,SFG:San Francisco Giants,COL:Colorado Rockies
512,2025-05-04,04:07PM,LAA:Los Angeles Angels,DET:Detroit Tigers
513,2025-05-04,04:10PM,CIN:Cincinnati Reds,WSN:Washington Nationals
514,2025-05-04,07:10PM,ATL:Atlanta Braves,LAD:Los Angeles Dodgers
515,2025-05-05,06:40PM,MIA:Miami Marlins,LAD:Los Angeles Dodgers
516,2025-05-05,06:45PM,WSN:Washington Nationals,CLE:Cleveland Guardians
517,2025-05-05,07:05PM,NYY:New York Yankees,SDP:San Diego Padres
518,2025-05-05,07:15PM,ATL:Atlanta Braves,CIN:Cincinnati Reds
519,2025-05-05,07:40PM,CHC:Chicago Cubs,SFG:San Francisco Giants
520,2025-05-05,07:40PM,KCR:Kansas City Royals,CHW:Chicago White Sox
521,2025-05-05,07:40PM,MIL:Milwaukee Brewers,HOU:Houston Astros
522,2025-05-05,07:45PM,STL:St. Louis Cardinals,PIT:Pittsburgh Pirates
523,2025-05-05,09:40PM,ARI:Arizona D'Backs,NYM:New York Mets
524,2025-05-05,10:05PM,ATH:Athletics,SEA:Seattle Mariners
525,2025-05-06,06:40PM,MIA:Miami Marlins,LAD:Los Angeles Dodgers
526,2025-05-06,06:45PM,BOS:Boston Red Sox,TEX:Texas Rangers
527,2025-05-06,06:45PM,WSN:Washington Nationals,CLE:Cleveland Guardians
528,2025-05-06,07:05PM,NYY:New York Yankees,SDP:San Diego Padres
529,2025-05-06,07:05PM,TBR:Tampa Bay Rays,PHI:Philadelphia Phillies
530,2025-05-06,07:15PM,ATL:Atlanta Braves,CIN:Cincinnati Reds
531,2025-05-06,07:40PM,CHC:Chicago Cubs,SFG:San Francisco Giants
532,2025-05-06,07:40PM,KCR:Kansas City Royals,CHW:Chicago White Sox
533,2025-05-06,07:40PM,MIL:Milwaukee Brewers,HOU:Houston Astros
534,2025-05-06,07:40PM,MIN:Minnesota Twins,BAL:Baltimore Orioles
535,2025-05-06,07:45PM,STL:St. Louis Cardinals,PIT:Pittsburgh Pirates
536,2025-05-06,08:40PM,COL:Colorado Rockies,DET:Detroit Tigers
537,2025-05-06,09:38PM,LAA:Los Angeles Angels,TOR:Toronto Blue Jays
538,2025-05-06,09:40PM,ARI:Arizona D'Backs,NYM:New York Mets
539,2025-05-06,10:05PM,ATH:Athletics,SEA:Seattle Mariners
541,2025-05-07,01:10PM,MIL:Milwaukee Brewers,HOU:Houston Astros
542,2025-05-07,01:15PM,STL:St. Louis Cardinals,PIT:Pittsburgh Pirates
543,2025-05-07,02:20PM,CHC:Chicago Cubs,SFG:San Francisco Giants
544,2025-05-07,03:35PM,ATH:Athletics,SEA:Seattle Mariners
545,2025-05-07,03:40PM,ARI:Arizona D'Backs,NYM:New York Mets
546,2025-05-07,04:40PM,MIA:Miami Marlins,LAD:Los Angeles Dodgers
547,2025-05-07,06:45PM,BOS:Boston Red Sox,TEX:Texas Rangers
548,2025-05-07,07:05PM,NYY:New York Yankees,SDP:San Diego Padres
549,2025-05-07,07:05PM,TBR:Tampa Bay Rays,PHI:Philadelphia Phillies
550,2025-05-07,07:15PM,ATL:Atlanta Braves,CIN:Cincinnati Reds
551,2025-05-07,07:40PM,KCR:Kansas City Royals,CHW:Chicago White Sox
552,2025-05-07,07:40PM,MIN:Minnesota Twins,BAL:Baltimore Orioles
553,2025-05-07,08:40PM,COL:Colorado Rockies,DET:Detroit Tigers
554,2025-05-07,09:38PM,LAA:Los Angeles Angels,TOR:Toronto Blue Jays
540,2025-05-07,12:05PM,WSN:Washington Nationals,CLE:Cleveland Guardians
555,2025-05-08,01:10PM,MIN:Minnesota Twins,BAL:Baltimore Orioles
556,2025-05-08,01:35PM,BOS:Boston Red Sox,TEX:Texas Rangers
557,2025-05-08,02:10PM,KCR:Kansas City Royals,CHW:Chicago White Sox
558,2025-05-08,03:10PM,COL:Colorado Rockies,DET:Detroit Tigers
559,2025-05-08,07:05PM,TBR:Tampa Bay Rays,PHI:Philadelphia Phillies
560,2025-05-08,07:15PM,ATL:Atlanta Braves,CIN:Cincinnati Reds
561,2025-05-08,09:38PM,LAA:Los Angeles Angels,TOR:Toronto Blue Jays
562,2025-05-08,09:40PM,ARI:Arizona D'Backs,LAD:Los Angeles Dodgers
563,2025-05-09,06:40PM,DET:Detroit Tigers,TEX:Texas Rangers
564,2025-05-09,06:40PM,PIT:Pittsburgh Pirates,ATL:Atlanta Braves
565,2025-05-09,06:45PM,WSN:Washington Nationals,STL:St. Louis Cardinals
566,2025-05-09,07:05PM,TBR:Tampa Bay Rays,MIL:Milwaukee Brewers
567,2025-05-09,07:10PM,CLE:Cleveland Guardians,PHI:Philadelphia Phillies
568,2025-05-09,07:10PM,NYM:New York Mets,CHC:Chicago Cubs
569,2025-05-09,07:40PM,CHW:Chicago White Sox,MIA:Miami Marlins
570,2025-05-09,07:40PM,KCR:Kansas City Royals,BOS:Boston Red Sox
571,2025-05-09,08:10PM,HOU:Houston Astros,CIN:Cincinnati Reds
572,2025-05-09,08:10PM,MIN:Minnesota Twins,SFG:San Francisco Giants
573,2025-05-09,08:40PM,COL:Colorado Rockies,SDP:San Diego Padres
574,2025-05-09,09:38PM,LAA:Los Angeles Angels,BAL:Baltimore Orioles
575,2025-05-09,09:40PM,ARI:Arizona D'Backs,LAD:Los Angeles Dodgers
576,2025-05-09,09:40PM,SEA:Seattle Mariners,TOR:Toronto Blue Jays
577,2025-05-09,10:05PM,ATH:Athletics,NYY:New York Yankees
578,2025-05-10,04:05PM,ATH:Athletics,NYY:New York Yankees
579,2025-05-10,04:05PM,PIT:Pittsburgh Pirates,ATL:Atlanta Braves
580,2025-05-10,04:05PM,WSN:Washington Nationals,STL:St. Louis Cardinals
581,2025-05-10,04:10PM,TBR:Tampa Bay Rays,MIL:Milwaukee Brewers
582,2025-05-10,06:10PM,CLE:Cleveland Guardians,PHI:Philadelphia Phillies
583,2025-05-10,06:10PM,DET:Detroit Tigers,TEX:Texas Rangers
584,2025-05-10,07:10PM,CHW:Chicago White Sox,MIA:Miami Marlins
585,2025-05-10,07:10PM,HOU:Houston Astros,CIN:Cincinnati Reds
586,2025-05-10,07:10PM,KCR:Kansas City Royals,BOS:Boston Red Sox
587,2025-05-10,07:15PM,MIN:Minnesota Twins,SFG:San Francisco Giants
588,2025-05-10,07:15PM,NYM:New York Mets,CHC:Chicago Cubs
589,2025-05-10,08:10PM,ARI:Arizona D'Backs,LAD:Los Angeles Dodgers
590,2025-05-10,08:10PM,COL:Colorado Rockies,SDP:San Diego Padres
591,2025-05-10,09:38PM,LAA:Los Angeles Angels,BAL:Baltimore Orioles
592,2025-05-10,09:40PM,SEA:Seattle Mariners,TOR:Toronto Blue Jays
594,2025-05-11,01:35PM,PIT:Pittsburgh Pirates,ATL:Atlanta Braves
595,2025-05-11,01:35PM,WSN:Washington Nationals,STL:St. Louis Cardinals
596,2025-05-11,01:40PM,DET:Detroit Tigers,TEX:Texas Rangers
597,2025-05-11,01:40PM,TBR:Tampa Bay Rays,MIL:Milwaukee Brewers
598,2025-05-11,02:10PM,CHW:Chicago White Sox,MIA:Miami Marlins
599,2025-05-11,02:10PM,HOU:Houston Astros,CIN:Cincinnati Reds
600,2025-05-11,02:10PM,KCR:Kansas City Royals,BOS:Boston Red Sox
601,2025-05-11,02:10PM,MIN:Minnesota Twins,SFG:San Francisco Giants
602,2025-05-11,03:10PM,COL:Colorado Rockies,SDP:San Diego Padres
603,2025-05-11,04:05PM,ATH:Athletics,NYY:New York Yankees
604,2025-05-11,04:07PM,LAA:Los Angeles Angels,BAL:Baltimore Orioles
605,2025-05-11,04:10PM,ARI:Arizona D'Backs,LAD:Los Angeles Dodgers
606,2025-05-11,04:10PM,SEA:Seattle Mariners,TOR:Toronto Blue Jays
607,2025-05-11,07:10PM,CLE:Cleveland Guardians,PHI:Philadelphia Phillies
593,2025-05-11,11:35AM,NYM:New York Mets,CHC:Chicago Cubs
608,2025-05-12,06:10PM,CLE:Cleveland Guardians,MIL:Milwaukee Brewers
609,2025-05-12,06:40PM,DET:Detroit Tigers,BOS:Boston Red Sox
610,2025-05-12,06:45PM,PHI:Philadelphia Phillies,STL:St. Louis Cardinals
611,2025-05-12,07:10PM,NYM:New York Mets,PIT:Pittsburgh Pirates
612,2025-05-12,07:15PM,ATL:Atlanta Braves,WSN:Washington Nationals
613,2025-05-12,07:40PM,CHC:Chicago Cubs,MIA:Miami Marlins
614,2025-05-12,08:05PM,TEX:Texas Rangers,COL:Colorado Rockies
615,2025-05-12,08:10PM,HOU:Houston Astros,KCR:Kansas City Royals
616,2025-05-12,09:40PM,SDP:San Diego Padres,LAA:Los Angeles Angels
617,2025-05-12,09:40PM,SEA:Seattle Mariners,NYY:New York Yankees
618,2025-05-12,09:45PM,SFG:San Francisco Giants,ARI:Arizona D'Backs
619,2025-05-13,06:10PM,CLE:Cleveland Guardians,MIL:Milwaukee Brewers
620,2025-05-13,06:35PM,BAL:Baltimore Orioles,MIN:Minnesota Twins
621,2025-05-13,06:40PM,CIN:Cincinnati Reds,CHW:Chicago White Sox
622,2025-05-13,06:40PM,DET:Detroit Tigers,BOS:Boston Red Sox
623,2025-05-13,06:45PM,PHI:Philadelphia Phillies,STL:St. Louis Cardinals
624,2025-05-13,07:07PM,TOR:Toronto Blue Jays,TBR:Tampa Bay Rays
625,2025-05-13,07:10PM,NYM:New York Mets,PIT:Pittsburgh Pirates
626,2025-05-13,07:15PM,ATL:Atlanta Braves,WSN:Washington Nationals
627,2025-05-13,07:40PM,CHC:Chicago Cubs,MIA:Miami Marlins
628,2025-05-13,08:05PM,TEX:Texas Rangers,COL:Colorado Rockies
629,2025-05-13,08:10PM,HOU:Houston Astros,KCR:Kansas City Royals
630,2025-05-13,09:40PM,SDP:San Diego Padres,LAA:Los Angeles Angels
631,2025-05-13,09:40PM,SEA:Seattle Mariners,NYY:New York Yankees
632,2025-05-13,09:45PM,SFG:San Francisco Giants,ARI:Arizona D'Backs
633,2025-05-13,10:10PM,LAD:Los Angeles Dodgers,ATH:Athletics
634,2025-05-14,01:05PM,PHI:Philadelphia Phillies,STL:St. Louis Cardinals
635,2025-05-14,01:10PM,CLE:Cleveland Guardians,MIL:Milwaukee Brewers
636,2025-05-14,03:45PM,SFG:San Francisco Giants,ARI:Arizona D'Backs
637,2025-05-14,04:10PM,SEA:Seattle Mariners,NYY:New York Yankees
638,2025-05-14,06:35PM,BAL:Baltimore Orioles,MIN:Minnesota Twins
639,2025-05-14,06:40PM,DET:Detroit Tigers,BOS:Boston Red Sox
640,2025-05-14,07:07PM,TOR:Toronto Blue Jays,TBR:Tampa Bay Rays
641,2025-05-14,07:10PM,NYM:New York Mets,PIT:Pittsburgh Pirates
642,2025-05-14,07:14PM,CIN:Cincinnati Reds,CHW:Chicago White Sox
643,2025-05-14,07:15PM,ATL:Atlanta Braves,WSN:Washington Nationals
644,2025-05-14,07:40PM,CHC:Chicago Cubs,MIA:Miami Marlins
645,2025-05-14,08:05PM,TEX:Texas Rangers,COL:Colorado Rockies
646,2025-05-14,08:10PM,HOU:Houston Astros,KCR:Kansas City Royals
647,2025-05-14,09:40PM,SDP:San Diego Padres,LAA:Los Angeles Angels
648,2025-05-14,10:10PM,LAD:Los Angeles Dodgers,ATH:Athletics
652,2025-05-15,03:07PM,TOR:Toronto Blue Jays,TBR:Tampa Bay Rays
653,2025-05-15,08:05PM,TEX:Texas Rangers,HOU:Houston Astros
654,2025-05-15,10:10PM,LAD:Los Angeles Dodgers,ATH:Athletics
649,2025-05-15,12:15PM,ATL:Atlanta Braves,WSN:Washington Nationals
650,2025-05-15,12:35PM,BAL:Baltimore Orioles,MIN:Minnesota Twins
651,2025-05-15,12:40PM,CIN:Cincinnati Reds,CHW:Chicago White Sox
655,2025-05-16,02:20PM,CHC:Chicago Cubs,CHW:Chicago White Sox
656,2025-05-16,06:40PM,CIN:Cincinnati Reds,CLE:Cleveland Guardians
657,2025-05-16,06:45PM,PHI:Philadelphia Phillies,PIT:Pittsburgh Pirates
658,2025-05-16,07:05PM,BAL:Baltimore Orioles,WSN:Washington Nationals
659,2025-05-16,07:05PM,NYY:New York Yankees,NYM:New York Mets
660,2025-05-16,07:07PM,TOR:Toronto Blue Jays,DET:Detroit Tigers
661,2025-05-16,07:10PM,BOS:Boston Red Sox,ATL:Atlanta Braves
662,2025-05-16,07:10PM,MIA:Miami Marlins,TBR:Tampa Bay Rays
663,2025-05-16,07:40PM,KCR:Kansas City Royals,STL:St. Louis Cardinals
664,2025-05-16,08:05PM,TEX:Texas Rangers,HOU:Houston Astros
665,2025-05-16,08:10PM,MIL:Milwaukee Brewers,MIN:Minnesota Twins
666,2025-05-16,09:40PM,ARI:Arizona D'Backs,COL:Colorado Rockies
667,2025-05-16,09:40PM,SDP:San Diego Padres,SEA:Seattle Mariners
668,2025-05-16,10:10PM,LAD:Los Angeles Dodgers,LAA:Los Angeles Angels
669,2025-05-16,10:15PM,SFG:San Francisco Giants,ATH:Athletics
670,2025-05-17,01:05PM,NYY:New York Yankees,NYM:New York Mets
671,2025-05-17,02:20PM,CHC:Chicago Cubs,CHW:Chicago White Sox
672,2025-05-17,03:07PM,TOR:Toronto Blue Jays,DET:Detroit Tigers
673,2025-05-17,04:05PM,BAL:Baltimore Orioles,WSN:Washington Nationals
674,2025-05-17,04:10PM,MIA:Miami Marlins,TBR:Tampa Bay Rays
675,2025-05-17,06:05PM,PHI:Philadelphia Phillies,PIT:Pittsburgh Pirates
676,2025-05-17,06:40PM,CIN:Cincinnati Reds,CLE:Cleveland Guardians
677,2025-05-17,07:05PM,TEX:Texas Rangers,HOU:Houston Astros
678,2025-05-17,07:10PM,KCR:Kansas City Royals,STL:St. Louis Cardinals
679,2025-05-17,07:15PM,BOS:Boston Red Sox,ATL:Atlanta Braves
680,2025-05-17,07:15PM,MIL:Milwaukee Brewers,MIN:Minnesota Twins
681,2025-05-17,08:10PM,ARI:Arizona D'Backs,COL:Colorado Rockies
682,2025-05-17,08:40PM,SDP:San Diego Padres,SEA:Seattle Mariners
683,2025-05-17,09:05PM,SFG:San Francisco Giants,ATH:Athletics
684,2025-05-17,09:10PM,LAD:Los Angeles Dodgers,LAA:Los Angeles Angels
685,2025-05-18,01:05PM,TEX:Texas Rangers,HOU:Houston Astros
686,2025-05-18,01:35PM,BAL:Baltimore Orioles,WSN:Washington Nationals
687,2025-05-18,01:35PM,BOS:Boston Red Sox,ATL:Atlanta Braves
688,2025-05-18,01:35PM,PHI:Philadelphia Phillies,PIT:Pittsburgh Pirates
689,2025-05-18,01:37PM,TOR:Toronto Blue Jays,DET:Detroit Tigers
690,2025-05-18,01:40PM,CIN:Cincinnati Reds,CLE:Cleveland Guardians
691,2025-05-18,01:40PM,MIA:Miami Marlins,TBR:Tampa Bay Rays
692,2025-05-18,02:10PM,KCR:Kansas City Royals,STL:St. Louis Cardinals
693,2025-05-18,02:10PM,MIL:Milwaukee Brewers,MIN:Minnesota Twins
694,2025-05-18,02:20PM,CHC:Chicago Cubs,CHW:Chicago White Sox
695,2025-05-18,04:05PM,SFG:San Francisco Giants,ATH:Athletics
696,2025-05-18,04:10PM,ARI:Arizona D'Backs,COL:Colorado Rockies
697,2025-05-18,04:10PM,LAD:Los Angeles Dodgers,LAA:Los Angeles Angels
698,2025-05-18,04:10PM,SDP:San Diego Padres,SEA:Seattle Mariners
