,Conference,Date,time,home_team,away_team
96,big-12,2025-02-08,12:00AM,iowa-state:Iowa State,texas-christian:TCU
97,big-12,2025-02-08,12:00AM,kansas-state:Kansas State,kansas:Kansas
98,big-12,2025-02-08,12:00AM,west-virginia:West Virginia,utah:Utah
70,big-east,2025-02-08,12:00AM,butler:Butler,providence:Providence
71,big-east,2025-02-08,12:00AM,creighton:Creighton,marquette:Marquette
72,big-east,2025-02-08,12:00AM,georgetown:Georgetown,seton-hall:Seton Hall
55,big-sky,2025-02-08,12:00AM,eastern-washington:Eastern Washington,portland-state:Portland State
56,big-sky,2025-02-08,12:00AM,idaho:Idaho,sacramento-state:Sacramento State
57,big-sky,2025-02-08,12:00AM,northern-arizona:Northern Arizona,montana:Montana
58,big-sky,2025-02-08,12:00AM,northern-colorado:Northern Colorado,montana-state:Montana State
59,big-sky,2025-02-08,12:00AM,weber-state:Weber State,idaho-state:Idaho State
46,big-south,2025-02-08,12:00AM,gardner-webb:Gardner-Webb,charleston-southern:Charleston Southern
47,big-south,2025-02-08,12:00AM,high-point:High Point,north-carolina-asheville:UNC Asheville
48,big-south,2025-02-08,12:00AM,longwood:Longwood,radford:Radford
49,big-south,2025-02-08,12:00AM,south-carolina-upstate:South Carolina Upstate,winthrop:Winthrop
112,big-ten,2025-02-08,12:00AM,indiana:Indiana,michigan:Michigan
113,big-ten,2025-02-08,12:00AM,iowa:Iowa,wisconsin:Wisconsin
114,big-ten,2025-02-08,12:00AM,michigan-state:Michigan State,oregon:Oregon
115,big-ten,2025-02-08,12:00AM,minnesota:Minnesota,illinois:Illinois
116,big-ten,2025-02-08,12:00AM,ucla:UCLA,penn-state:Penn State
117,big-ten,2025-02-08,12:00AM,washington:Washington,northwestern:Northwestern
68,big-west,2025-02-08,12:00AM,cal-state-fullerton:Cal State Fullerton,california-davis:UC Davis
70,big-west,2025-02-08,12:00AM,california-irvine:UC Irvine,california-san-diego:UC San Diego
71,big-west,2025-02-08,12:00AM,california-riverside:UC Riverside,cal-state-bakersfield:Cal State Bakersfield
72,big-west,2025-02-08,12:00AM,california-santa-barbara:UC Santa Barbara,hawaii:Hawaii
69,big-west,2025-02-08,12:00AM,long-beach-state:Long Beach State,cal-state-northridge:Cal State Northridge
80,coastal,2025-02-08,12:00AM,college-of-charleston:College of Charleston,elon:Elon
81,coastal,2025-02-08,12:00AM,delaware:Delaware,william-mary:William & Mary
82,coastal,2025-02-08,12:00AM,drexel:Drexel,north-carolina-wilmington:UNC Wilmington
84,coastal,2025-02-08,12:00AM,hofstra:Hofstra,stony-brook:Stony Brook
85,coastal,2025-02-08,12:00AM,monmouth:Monmouth,towson:Towson
86,coastal,2025-02-08,12:00AM,northeastern:Northeastern,hampton:Hampton
51,cusa,2025-02-08,12:00AM,florida-international:Florida International,louisiana-tech:Louisiana Tech
52,cusa,2025-02-08,12:00AM,jacksonville-state:Jacksonville State,western-kentucky:Western Kentucky
53,cusa,2025-02-08,12:00AM,kennesaw-state:Kennesaw State,middle-tennessee:Middle Tennessee
54,cusa,2025-02-08,12:00AM,liberty:Liberty,sam-houston-state:Sam Houston
55,cusa,2025-02-08,12:00AM,new-mexico-state:New Mexico State,texas-el-paso:UTEP
78,horizon,2025-02-08,12:00AM,cleveland-state:Cleveland State,milwaukee:Milwaukee
79,horizon,2025-02-08,12:00AM,detroit-mercy:Detroit Mercy,youngstown-state:Youngstown State
81,horizon,2025-02-08,12:00AM,ipfw:Purdue Fort Wayne,green-bay:Green Bay
80,horizon,2025-02-08,12:00AM,northern-kentucky:Northern Kentucky,robert-morris:Robert Morris
82,horizon,2025-02-08,12:00AM,wright-state:Wright State,iupui:IU Indy
26,ivy,2025-02-08,12:00AM,columbia:Columbia,brown:Brown
27,ivy,2025-02-08,12:00AM,cornell:Cornell,yale:Yale
28,ivy,2025-02-08,12:00AM,dartmouth:Dartmouth,harvard:Harvard
78,maac,2025-02-08,12:00AM,fairfield:Fairfield,sacred-heart:Sacred Heart
79,maac,2025-02-08,12:00AM,manhattan:Manhattan,saint-peters:Saint Peter's
80,maac,2025-02-08,12:00AM,marist:Marist,iona:Iona
81,maac,2025-02-08,12:00AM,merrimack:Merrimack,canisius:Canisius
82,maac,2025-02-08,12:00AM,quinnipiac:Quinnipiac,niagara:Niagara
84,maac,2025-02-08,12:00AM,rider:Rider,siena:Siena
27,meac,2025-02-08,12:00AM,howard:Howard,north-carolina-central:North Carolina Central
81,mvc,2025-02-08,12:00AM,belmont:Belmont,missouri-state:Missouri State
82,mvc,2025-02-08,12:00AM,drake:Drake,indiana-state:Indiana State
84,mvc,2025-02-08,12:00AM,evansville:Evansville,bradley:Bradley
85,mvc,2025-02-08,12:00AM,northern-iowa:Northern Iowa,illinois-state:Illinois State
86,mvc,2025-02-08,12:00AM,southern-illinois:Southern Illinois,illinois-chicago:Illinois-Chicago
87,mvc,2025-02-08,12:00AM,valparaiso:Valparaiso,murray-state:Murray State
70,mwc,2025-02-08,12:00AM,air-force:Air Force,new-mexico:New Mexico
71,mwc,2025-02-08,12:00AM,colorado-state:Colorado State,san-diego-state:San Diego State
72,mwc,2025-02-08,12:00AM,wyoming:Wyoming,nevada-las-vegas:Nevada-Las Vegas
46,northeast,2025-02-08,12:00AM,chicago-state:Chicago State,saint-francis-pa:Saint Francis (PA)
47,northeast,2025-02-08,12:00AM,fairleigh-dickinson:FDU,wagner:Wagner
48,northeast,2025-02-08,12:00AM,long-island-university:Long Island University,stonehill:Stonehill
49,northeast,2025-02-08,12:00AM,mercyhurst:Mercyhurst,le-moyne:Le Moyne
75,ovc,2025-02-08,12:00AM,morehead-state:Morehead State,arkansas-little-rock:Little Rock
76,ovc,2025-02-08,12:00AM,southern-indiana:Southern Indiana,southeast-missouri-state:Southeast Missouri State
79,ovc,2025-02-08,12:00AM,tennessee-martin:Tennessee-Martin,western-illinois:Western Illinois
77,ovc,2025-02-08,12:00AM,tennessee-state:Tennessee State,lindenwood:Lindenwood
78,ovc,2025-02-08,12:00AM,tennessee-tech:Tennessee Tech,eastern-illinois:Eastern Illinois
57,patriot,2025-02-08,12:00AM,army:Army,bucknell:Bucknell
58,patriot,2025-02-08,12:00AM,colgate:Colgate,loyola-md:Loyola (MD)
59,patriot,2025-02-08,12:00AM,holy-cross:Holy Cross,boston-university:Boston University
60,patriot,2025-02-08,12:00AM,lafayette:Lafayette,navy:Navy
61,patriot,2025-02-08,12:00AM,lehigh:Lehigh,american:American
77,sec,2025-02-08,12:00AM,arkansas:Arkansas,alabama:Alabama
78,sec,2025-02-08,12:00AM,auburn:Auburn,florida:Florida
79,sec,2025-02-08,12:00AM,georgia:Georgia,mississippi-state:Mississippi State
80,sec,2025-02-08,12:00AM,kentucky:Kentucky,south-carolina:South Carolina
81,sec,2025-02-08,12:00AM,louisiana-state:Louisiana State,mississippi:Mississippi
82,sec,2025-02-08,12:00AM,missouri:Missouri,texas-am:Texas A&M
84,sec,2025-02-08,12:00AM,oklahoma:Oklahoma,tennessee:Tennessee
85,sec,2025-02-08,12:00AM,vanderbilt:Vanderbilt,texas:Texas
57,southern,2025-02-08,12:00AM,chattanooga:Chattanooga,furman:Furman
58,southern,2025-02-08,12:00AM,east-tennessee-state:East Tennessee State,samford:Samford
59,southern,2025-02-08,12:00AM,mercer:Mercer,wofford:Wofford
60,southern,2025-02-08,12:00AM,north-carolina-greensboro:UNC Greensboro,western-carolina:Western Carolina
61,southern,2025-02-08,12:00AM,virginia-military-institute:Virginia Military Institute,citadel:The Citadel
75,southland,2025-02-08,12:00AM,houston-baptist:Houston Christian,new-orleans:New Orleans
76,southland,2025-02-08,12:00AM,incarnate-word:Incarnate Word,southeastern-louisiana:Southeastern Louisiana
77,southland,2025-02-08,12:00AM,lamar:Lamar,texas-pan-american:Texas-Rio Grande Valley
78,southland,2025-02-08,12:00AM,mcneese-state:McNeese State,northwestern-state:Northwestern State
79,southland,2025-02-08,12:00AM,nicholls-state:Nicholls State,texas-am-commerce:East Texas A&M
80,southland,2025-02-08,12:00AM,stephen-f-austin:Stephen F. Austin,texas-am-corpus-christi:Texas A&M-Corpus Christi
46,summit,2025-02-08,12:00AM,denver:Denver,st-thomas-mn:St. Thomas
47,summit,2025-02-08,12:00AM,missouri-kansas-city:Kansas City,north-dakota:North Dakota
48,summit,2025-02-08,12:00AM,nebraska-omaha:Omaha,north-dakota-state:North Dakota State
49,summit,2025-02-08,12:00AM,oral-roberts:Oral Roberts,south-dakota:South Dakota
56,swac,2025-02-08,12:00AM,alabama-am:Alabama A&M,southern:Southern
57,swac,2025-02-08,12:00AM,alabama-state:Alabama State,grambling:Grambling
58,swac,2025-02-08,12:00AM,alcorn-state:Alcorn State,arkansas-pine-bluff:Arkansas-Pine Bluff
59,swac,2025-02-08,12:00AM,jackson-state:Jackson State,mississippi-valley-state:Mississippi Valley State
